SampleID	Station	OLD_DATE_TIME	OldDepth	qPCR ct	CollectionAgency	sequencing_ID	TrimCount	TotalDepth	PctTotalDepth	WaterColumnPosition	cruise_id	SampleDate	Depth	PHEO	TN	TP	CHLA	DOP	DON	NH4F	NO2F	NO3F	PC	PO4F	DO	PH	SALINITY	WTEMP	LinearTime	DayLength	FallPeak	SpringPeak	Discharge_Rappahannock-instant	Discharge_Rappahannock-15	Discharge_Rappahannock-30	Discharge_Rappahannock-60	Discharge_Potomac-instant	Discharge_Potomac-15	Discharge_Potomac-30	Discharge_Potomac-60	Discharge_Susquehanna-instant	Discharge_Susquehanna-15	Discharge_Susquehanna-30	Discharge_Susquehanna-60	interpolated_CHLA-instant	interpolated_CHLA-15	interpolated_CHLA-30	interpolated_CHLA-60	measurement_PAR-instant	measurement_PAR-15	measurement_PAR-30	measurement_PAR-60	WIND_RATIO_BWI-instant	WIND_RATIO_BWI-15	WIND_RATIO_BWI-30	WIND_RATIO_BWI-60	PRECIP24HR_BWI-instant	PRECIP24HR_BWI-15	PRECIP24HR_BWI-30	PRECIP24HR_BWI-60
SB071116TAWCSCB54D25BR1TR1I157	CB5.4	2016-07-11	25	16.80108707	ODU	KM	183903.0	32.0	0.859375	lower	7	2016-07-12 00:00:00	27.5	1.368	0.3551	0.0264	1.368	-0.0046	0.1609	0.1146	0.0038	0.0077	0.39055	0.0213	3.2462500000000003	7.6425	22.945000000000004	24.984625	0.5571613394216134	0.936194060018167	0.35148354440386065	-0.35148354440386065	412.8020833333333	14738.319892473115	34908.76780913978	101308.88239247313	4020.9375	93613.4375	216224.79166666666	689737.1875	5629.583333333333	100535.625	254004.79166666666	958614.1445035462	16.460980280484154	244.97182824889532	463.96939064143754	867.1757608736373	59.31764221191406	640.6583518981934	1213.1337432861328	2380.458450317383	15.2	97.49086856376061	130.91092079276078	282.67110217052095	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB53D25BR2TR1I156	CB5.3	2016-07-11	25	17.3631028	DNR	KM	148990.0	26.0	0.8846153846153846	lower	7	2016-07-11 00:00:00	23.0	2.496	0.518	0.0412	1.335	0.0107	0.3101	0.092	0.0045	0.0134	0.633	0.015	4.1	7.7	21.97	24.833333333333332	0.5547317351598173	0.9414503944242819	0.33715153097437317	-0.33715153097437317	468.7291666666667	15698.851142473115	35422.59072580645	103282.0178091398	4284.375	102977.91666666667	219981.97916666666	703470.4166666667	5939.166666666667	102305.62500000001	265783.5416666667	985530.3945035461	16.44778823852539	243.7529812080823	462.42208633375736	866.1087089777965	61.882080078125	581.3407096862793	1212.2533264160156	2340.7680530548096	11.428571428571429	85.73740944426376	117.23179193613645	269.06351141144506	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB63D10BR1TR1I163	CB6.3	2016-07-11	10	16.71371576;20.22275297	ODU	KM	173041.0	12.0	0.8333333333333334	lower	7	2016-07-11 00:00:00	10.0	1.368	0.3508	0.0272	2.2695	-0.003	0.1657	0.0898	0.0033	0.0031	0.51452	0.0153	3.97	7.6933333333333325	23.650000000000002	25.389666666666667	0.5549467275494673	0.9409940988314269	0.3384229690260853	-0.3384229690260853	468.7291666666667	15698.851142473115	35422.59072580645	103282.0178091398	4284.375	102977.91666666667	219981.97916666666	703470.4166666667	5939.166666666667	102305.62500000001	265783.5416666667	985530.3945035461	16.44778823852539	243.7529812080823	462.42208633375736	866.1087089777965	61.882080078125	581.3407096862793	1212.2533264160156	2340.7680530548096	11.428571428571429	85.73740944426376	117.23179193613645	269.06351141144506	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB52D29BR1TR1I154	CB5.2	2016-07-11	29	17.8553737;21.04233367	DNR	KM	87543.0	30.5	0.8524590163934427	lower	7	2016-07-11 00:00:00	26.0	1.132	0.494	0.039	1.709	0.0158	0.3093	0.105	0.0088	0.0069	0.373	0.0147	3.2	7.6	20.22	24.4	0.5548839421613394	0.9411275308383987	0.33805172784356363	-0.33805172784356363	468.7291666666667	15698.851142473115	35422.59072580645	103282.0178091398	4284.375	102977.91666666667	219981.97916666666	703470.4166666667	5939.166666666667	102305.62500000001	265783.5416666667	985530.3945035461	16.44778823852539	243.7529812080823	462.42208633375736	866.1087089777965	61.882080078125	581.3407096862793	1212.2533264160156	2340.7680530548096	11.428571428571429	85.73740944426376	117.23179193613645	269.06351141144506	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB53D25BR2TR2I615	CB5.3	2016-07-11	25	TBD	DNR	e_13	121417.0	26.0	0.8846153846153846	lower	7	2016-07-11 00:00:00	23.0	2.496	0.518	0.0412	1.335	0.0107	0.3101	0.092	0.0045	0.0134	0.633	0.015	4.1	7.7	21.97	24.833333333333332	0.5547317351598173	0.9414503944242819	0.33715153097437317	-0.33715153097437317	468.7291666666667	15698.851142473115	35422.59072580645	103282.0178091398	4284.375	102977.91666666667	219981.97916666666	703470.4166666667	5939.166666666667	102305.62500000001	265783.5416666667	985530.3945035461	16.44778823852539	243.7529812080823	462.42208633375736	866.1087089777965	61.882080078125	581.3407096862793	1212.2533264160156	2340.7680530548096	11.428571428571429	85.73740944426376	117.23179193613645	269.06351141144506	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB22D11BR1TR1I144	CB2.2	2016-07-11	11	16.04659767	DNR	KM	89027.0	12.0	0.8333333333333334	lower	7	2016-07-13 00:00:00	10.0	3.695	0.663	0.0363	6.622	0.006	0.332	0.028	0.004	0.146	0.866	0.0036	5.366666666666667	7.2	6.286666666666666	26.8	0.5599790715372908	0.9298248852744782	0.3680022863030928	-0.3680022863030928	378.1666666666667	14058.892809139781	34412.68447580645	99473.81989247311	3604.8958333333335	85723.54166666666	213189.6875	676765.0	5468.125	98217.29166666666	244497.9166666667	933198.9361702128	16.25678148359734	245.79835370960296	465.4087929836733	868.5452254588541		616.3644733428955	1213.1337432861328	2325.8876762390137	14.442857142857141	108.82680746762404	143.41003927863062	295.4444091403676	0.02	8.41	15.17	21.599999999999998
SB071116TAWCSCB33CD24BR1TR2I611	CB3.3C	2016-07-11	24	TBD	DNR	e_13	152147.0	25.5	0.888888888888889	lower	7	2016-07-12 00:00:00	22.666666666666668	0.23500000000000001	0.627	0.0566	0.9610000000000001	0.0078	0.3318	0.22999999999999998	0.0014	0.0024333333333333334	0.257	0.040400000000000005	0.3333333333333333	7.2	18.21	22.600000000000005	0.5578253424657534	0.9347195081828632	0.3553863264426284	-0.3553863264426284	412.8020833333333	14738.319892473115	34908.76780913978	101308.88239247313	4020.9375	93613.4375	216224.79166666666	689737.1875	5629.583333333333	100535.625	254004.79166666666	958614.1445035462	16.460980280484154	244.97182824889532	463.96939064143754	867.1757608736373	59.31764221191406	640.6583518981934	1213.1337432861328	2380.458450317383	15.2	97.49086856376061	130.91092079276078	282.67110217052095	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB33CD24BR1TR1I148	CB3.3C	2016-07-11	24	17.47520454;20.48178445	DNR	KM	15624.0	25.5	0.888888888888889	lower	7	2016-07-12 00:00:00	22.666666666666668	0.23500000000000001	0.627	0.0566	0.9610000000000001	0.0078	0.3318	0.22999999999999998	0.0014	0.0024333333333333334	0.257	0.040400000000000005	0.3333333333333333	7.2	18.21	22.600000000000005	0.5578253424657534	0.9347195081828632	0.3553863264426284	-0.3553863264426284	412.8020833333333	14738.319892473115	34908.76780913978	101308.88239247313	4020.9375	93613.4375	216224.79166666666	689737.1875	5629.583333333333	100535.625	254004.79166666666	958614.1445035462	16.460980280484154	244.97182824889532	463.96939064143754	867.1757608736373	59.31764221191406	640.6583518981934	1213.1337432861328	2380.458450317383	15.2	97.49086856376061	130.91092079276078	282.67110217052095	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB22D11BR2TR1I145	CB2.2	2016-07-11	11	16.1121792	DNR	KM	161544.0	12.0	0.8333333333333334	lower	7	2016-07-13 00:00:00	10.0	3.695	0.663	0.0363	6.622	0.006	0.332	0.028	0.004	0.146	0.866	0.0036	5.366666666666667	7.2	6.286666666666666	26.8	0.5599790715372908	0.9298248852744782	0.3680022863030928	-0.3680022863030928	378.1666666666667	14058.892809139781	34412.68447580645	99473.81989247311	3604.8958333333335	85723.54166666666	213189.6875	676765.0	5468.125	98217.29166666666	244497.9166666667	933198.9361702128	16.25678148359734	245.79835370960296	465.4087929836733	868.5452254588541		616.3644733428955	1213.1337432861328	2325.8876762390137	14.442857142857141	108.82680746762404	143.41003927863062	295.4444091403676	0.02	8.41	15.17	21.599999999999998
SB071116TAWCSCB44D30BR1TR1I152	CB4.4	2016-07-11	30	17.78460891	DNR	KM	191915.0	32.0	0.875	lower	7	2016-07-11 00:00:00	28.0	0.406		0.0497	0.641	0.0182	0.3415	0.159	0.0071	0.0124		0.0243	0.55	7.3	20.307499999999997	22.950000000000003	0.5551331811263318	0.9405969831013098	0.33952513217833286	-0.33952513217833286	468.7291666666667	15698.851142473115	35422.59072580645	103282.0178091398	4284.375	102977.91666666667	219981.97916666666	703470.4166666667	5939.166666666667	102305.62500000001	265783.5416666667	985530.3945035461	16.44778823852539	243.7529812080823	462.42208633375736	866.1087089777965	61.882080078125	581.3407096862793	1212.2533264160156	2340.7680530548096	11.428571428571429	85.73740944426376	117.23179193613645	269.06351141144506	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB51D33BR1TR1I153	CB5.1	2016-07-11	33	18.75597975	DNR	e_13	177329.0	34.0	0.8725490196078431	lower	7	2016-07-11 00:00:00	29.666666666666668	0.214	0.558	0.0553	0.534	0.018	0.2512	0.24	0.0094	0.0094	0.235	0.0297	0.8333333333333334	7.3	20.418333333333333	23.183333333333337	0.5550266362252664	0.9408240644844551	0.3388953816252885	-0.3388953816252885	468.7291666666667	15698.851142473115	35422.59072580645	103282.0178091398	4284.375	102977.91666666667	219981.97916666666	703470.4166666667	5939.166666666667	102305.62500000001	265783.5416666667	985530.3945035461	16.44778823852539	243.7529812080823	462.42208633375736	866.1087089777965	61.882080078125	581.3407096862793	1212.2533264160156	2340.7680530548096	11.428571428571429	85.73740944426376	117.23179193613645	269.06351141144506	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB52D29BR1TR2I619	CB5.2	2016-07-11	29	TBD	DNR	e_13	176422.0	30.5	0.8524590163934427	lower	7	2016-07-11 00:00:00	26.0	1.132	0.494	0.039	1.709	0.0158	0.3093	0.105	0.0088	0.0069	0.373	0.0147	3.2	7.6	20.22	24.4	0.5548839421613394	0.9411275308383987	0.33805172784356363	-0.33805172784356363	468.7291666666667	15698.851142473115	35422.59072580645	103282.0178091398	4284.375	102977.91666666667	219981.97916666666	703470.4166666667	5939.166666666667	102305.62500000001	265783.5416666667	985530.3945035461	16.44778823852539	243.7529812080823	462.42208633375736	866.1087089777965	61.882080078125	581.3407096862793	1212.2533264160156	2340.7680530548096	11.428571428571429	85.73740944426376	117.23179193613645	269.06351141144506	0.0	8.39	15.149999999999999	21.79
SB071116TAWCSCB43CD26BR1TR1I151	CB4.3C	2016-07-11	26	17.73182524	DNR	KM	3774.0	28.0	0.8571428571428572	lower	7	2016-07-12 00:00:00	24.0	0.374	0.55	0.0468	0.748	0.0167	0.3452	0.138	0.0069	0.0099	0.244	0.0229	0.7375	7.3	19.94	23.25	0.5572393455098934	0.9360216761043894	0.3519423558805186	-0.3519423558805186	412.8020833333333	14738.319892473115	34908.76780913978	101308.88239247313	4020.9375	93613.4375	216224.79166666666	689737.1875	5629.583333333333	100535.625	254004.79166666666	958614.1445035462	16.460980280484154	244.97182824889532	463.96939064143754	867.1757608736373	59.31764221191406	640.6583518981934	1213.1337432861328	2380.458450317383	15.2	97.49086856376061	130.91092079276078	282.67110217052095	0.0	8.39	15.149999999999999	21.79
SB071316TAWCSCB22D11BR2TR2I613	CB2.2	2016-07-13	11	TBD	DNR	e_13	159412.0	12.0	0.8333333333333334	lower	7	2016-07-13 00:00:00	10.0	3.695	0.663	0.0363	6.622	0.006	0.332	0.028	0.004	0.146	0.866	0.0036	5.366666666666667	7.2	6.286666666666666	26.8	0.5599790715372908	0.9298248852744782	0.3680022863030928	-0.3680022863030928	378.1666666666667	14058.892809139781	34412.68447580645	99473.81989247311	3604.8958333333335	85723.54166666666	213189.6875	676765.0	5468.125	98217.29166666666	244497.9166666667	933198.9361702128	16.25678148359734	245.79835370960296	465.4087929836733	868.5452254588541		616.3644733428955	1213.1337432861328	2325.8876762390137	14.442857142857141	108.82680746762404	143.41003927863062	295.4444091403676	0.02	8.41	15.17	21.599999999999998
SB081216TAWCSCB51D33BR1TR1I186	CB5.1	2016-08-12	33	17.39247625	DNR	KM	100827.0	34.5	0.8695652173913044	lower	9	2016-08-08 00:00:00	30.0	0.351	0.5495	0.0908	0.61	0.0212	0.3296	0.121	0.0347	0.0047	0.33	0.063	0.3	7.4	21.76	27.1	0.631539193302892	0.67746532120354	0.7355547148693864	-0.7355547148693864	1740.7291666666667	20522.208333333332	27237.708333333336	63652.98655913978	3119.5833333333335	67018.75	117614.27083333333	348803.5416666666	9480.0	108930.83333333333	192234.99999999997	488573.5416666667	12.78655067096285	159.55330888627034	373.7806714867735	833.0382513277143	22.43339729309082	666.3846435546875	1346.522289276123	2506.154193878174	4.438144329896907	41.10676773743027	226.3637441352775	325.93678085853446	0.0	10.3	13.270000000000001	28.42
SB081216TAWCSCB54D25BR2TR1I191	CB5.4	2016-08-12	25	18.1003345	ODU	KM	14991.0	32.0	0.859375	lower	9	2016-08-09 00:00:00	27.5	1.368	0.3983	0.0473	2.136	0.0066	0.1973	0.1272	0.0049	0.0054	0.39629000000000003	0.0295	3.545	7.833749999999999	24.84375	26.8945	0.6338641552511416	0.6666483136653016	0.7453724075166788	-0.7453724075166788	855.6666666666666	21108.28125	27531.61458333334	63461.88239247311	2928.5416666666665	67651.66666666667	115829.47916666666	340652.49999999994	7877.5	111915.625	194264.99999999997	474651.0416666667	13.112387972259738	162.45166061246388	370.18380706888735	831.1401182642212	34.96035385131836	641.8956832885742	1327.504135131836	2477.8753814697266	4.283505154639175	37.675987177783725	219.21867786134527	326.728619346507	0.0	10.3	13.27	28.42
SB081216TAWCSCB53D25BR2TR2I189	CB5.3	2016-08-12	25	TBD	DNR	e_13	174152.0	26.0	0.8846153846153846	lower	9	2016-08-08 00:00:00	23.0	2.264	0.5964	0.0655	1.922	0.0184	0.387	0.095	0.0121	0.0059	0.745	0.0281	3.4333333333333336	7.8	23.31	27.133333333333336	0.6312804414003044	0.6786602800151981	0.734452329514784	-0.734452329514784	1740.7291666666667	20522.208333333332	27237.708333333336	63652.98655913978	3119.5833333333335	67018.75	117614.27083333333	348803.5416666666	9480.0	108930.83333333333	192234.99999999997	488573.5416666667	12.78655067096285	159.55330888627034	373.7806714867735	833.0382513277143	22.43339729309082	666.3846435546875	1346.522289276123	2506.154193878174	4.438144329896907	41.10676773743027	226.3637441352775	325.93678085853446	0.0	10.3	13.270000000000001	28.42
SB081216TAWCSCB53D25BR2TR1I189	CB5.3	2016-08-12	25	17.4124713	DNR	KM	28121.0	26.0	0.8846153846153846	lower	9	2016-08-08 00:00:00	23.0	2.264	0.5964	0.0655	1.922	0.0184	0.387	0.095	0.0121	0.0059	0.745	0.0281	3.4333333333333336	7.8	23.31	27.133333333333336	0.6312804414003044	0.6786602800151981	0.734452329514784	-0.734452329514784	1740.7291666666667	20522.208333333332	27237.708333333336	63652.98655913978	3119.5833333333335	67018.75	117614.27083333333	348803.5416666666	9480.0	108930.83333333333	192234.99999999997	488573.5416666667	12.78655067096285	159.55330888627034	373.7806714867735	833.0382513277143	22.43339729309082	666.3846435546875	1346.522289276123	2506.154193878174	4.438144329896907	41.10676773743027	226.3637441352775	325.93678085853446	0.0	10.3	13.270000000000001	28.42
SB081216TAWCSCB54D25BR1TR1I190	CB5.4	2016-08-12	25	17.170103	ODU	KM	62906.0	32.0	0.859375	lower	9	2016-08-09 00:00:00	27.5	1.368	0.3983	0.0473	2.136	0.0066	0.1973	0.1272	0.0049	0.0054	0.39629000000000003	0.0295	3.545	7.833749999999999	24.84375	26.8945	0.6338641552511416	0.6666483136653016	0.7453724075166788	-0.7453724075166788	855.6666666666666	21108.28125	27531.61458333334	63461.88239247311	2928.5416666666665	67651.66666666667	115829.47916666666	340652.49999999994	7877.5	111915.625	194264.99999999997	474651.0416666667	13.112387972259738	162.45166061246388	370.18380706888735	831.1401182642212	34.96035385131836	641.8956832885742	1327.504135131836	2477.8753814697266	4.283505154639175	37.675987177783725	219.21867786134527	326.728619346507	0.0	10.3	13.27	28.42
SB081216TAWCSCB61D11BR1TR1I192	CB6.1	2016-08-12	11	17.46517986	ODU	KM	4169.0	12.0	0.8333333333333334	lower	9	2016-08-08 00:00:00	10.0	1.368	0.3856	0.037250000000000005	4.4055	0.00775	0.20325	0.07395	0.0038499999999999997	0.00415	0.6178350000000001	0.0182	3.2266666666666666	7.803333333333334	25.066666666666666	26.711	0.6319710806697109	0.675466807169573	0.7373903934905467	-0.7373903934905467	1740.7291666666667	20522.208333333332	27237.708333333336	63652.98655913978	3119.5833333333335	67018.75	117614.27083333333	348803.5416666666	9480.0	108930.83333333333	192234.99999999997	488573.5416666667	12.78655067096285	159.55330888627034	373.7806714867735	833.0382513277143	22.43339729309082	666.3846435546875	1346.522289276123	2506.154193878174	4.438144329896907	41.10676773743027	226.3637441352775	325.93678085853446	0.0	10.3	13.270000000000001	28.42
SB081216TAWCSCB64D10BR2TR1I199	CB6.4	2016-08-12	10	17.65047592	ODU	KM	5920.0	9.0	0.8333333333333333	lower	9	2016-08-09 00:00:00	7.5	1.368	0.38585	0.04035	4.272	0.0086	0.20635	0.09365	0.00285	0.0063	0.502445	0.02145	4.745	7.9350000000000005	23.345	26.836	0.6347165144596651	0.662646907536082	0.7489319568110758	-0.7489319568110758	855.6666666666666	21108.28125	27531.61458333334	63461.88239247311	2928.5416666666665	67651.66666666667	115829.47916666666	340652.49999999994	7877.5	111915.625	194264.99999999997	474651.0416666667	13.112387972259738	162.45166061246388	370.18380706888735	831.1401182642212	34.96035385131836	641.8956832885742	1327.504135131836	2477.8753814697266	4.283505154639175	37.675987177783725	219.21867786134527	326.728619346507	0.0	10.3	13.27	28.42
