"PHEO"	"TN"	"TP"	"CHLA"	"DOP"	"DON"	"NH4F"	"NO2F"	"NO3F"	"PC"	"PO4F"	"DO"	"PH"	"SALINITY"	"WTEMP"	"Latitude"	"HABITAT"
"SB071116TAWCSCB63D10BR1TR1I163"	0.125487575981089	-0.690733359536715	-0.650257877160027	-0.271544751330862	0.509499952704025	-1.21502867554731	0.635158671872792	0.161504906555766	-0.340730617524141	-0.438253049580482	0.246276559412453	-0.329344060239577	-0.0849715305963165	0.8330680652095	0.54243200853016	-0.991773864210612	"2"
"SB071116TAWCSCB52D29BR1TR1I154"	-0.0937727135282659	0.196115878789171	-0.0463031373916796	-0.60198652476287	1.10457786519801	0.891385844906544	0.763670708648549	0.67859555256013	-0.310766065391759	-1.08241520592767	0.216746177365188	-0.578794506076652	-0.328939701569744	0.246093249454706	0.30047631588556	0.0252387004428936	"1"
"SB071116TAWCSCB53D25BR2TR2I615"	0.800146949243118	0.31198906317176	0.043590247958219	-0.890468930199196	0.412626858362801	0.900131172428806	0.654839903246909	0.329424933990528	-0.259510910428475	-0.0529294558383681	0.231642787780171	-0.287229049903447	-0.0675452326696403	0.543504890916647	0.405234755519734	-0.292879106678167	"1"
"SB071116TAWCSCB22D11BR1TR1I144"	1.22309594869966	0.888905659153629	-0.16464827530506	0.967522386292657	-0.629386511967654	1.13124226041722	-0.227697295907908	0.266146579453311	0.786094250822517	0.488948782764751	-0.743295699759454	0.123122332858841	-1.37451757717015	-1.91591014429084	0.903853502283276	1.72373603247971	"1"
"SB071116TAWCSCB33CD24BR1TR2I611"	-2.0482979738301	0.762114461994335	0.553280112164856	-1.27552907815127	-0.154552930719976	1.12920075528484	1.45886624746283	-0.32500323755913	-0.345987556494734	-1.90463567408645	1.0043559063218	-1.50748447759131	-1.37451757717015	-0.0898052544548873	-0.114934735296459	1.2292334378816	"1"
"SB071116TAWCSCB33CD24BR1TR1I148"	-2.0482979738301	0.762114461994335	0.553280112164856	-1.27552907815127	-0.154552930719976	1.12920075528484	1.45886624746283	-0.32500323755913	-0.345987556494734	-1.90463567408645	1.0043559063218	-1.50748447759131	-1.37451757717015	-0.0898052544548873	-0.114934735296459	1.2292334378816	"1"
"SB071116TAWCSCB22D11BR2TR1I145"	1.22309594869966	0.888905659153629	-0.16464827530506	0.967522386292657	-0.629386511967654	1.13124226041722	-0.227697295907908	0.266146579453311	0.786094250822517	0.488948782764751	-0.743295699759454	0.123122332858841	-1.37451757717015	-1.91591014429084	0.903853502283276	1.72373603247971	"1"
"SB071116TAWCSCB44D30BR1TR1I152"	-1.34049928367502	0.306400222866318	0.346778339183193	-1.75163327264158	1.35363208912492	1.22683724312205	1.12068275529726	0.568871370509534	-0.267396318884365	-2.17371464830786	0.597376915857366	-1.43729279369776	-1.11312310827005	0.260857233265987	-0.0366523395107695	0.414258061649525	"1"
"SB071116TAWCSCB51D33BR1TR1I153"	-2.17261131859711	0.490386221280592	0.516587736311998	-1.96699196965731	1.33420914797425	0.187725618195363	1.49915283797773	0.711933977411232	-0.291052544252035	-2.11527566264453	0.755317248540048	-1.34550366860619	-1.11312310827005	0.279574718647813	0.0162042702062182	0.279870319652986	"1"
"SB071116TAWCSCB52D29BR1TR2I619"	-0.0937727135282659	0.196115878789171	-0.0463031373916796	-0.60198652476287	1.10457786519801	0.891385844906544	0.763670708648549	0.67859555256013	-0.310766065391759	-1.08241520592767	0.216746177365188	-0.578794506076652	-0.328939701569744	0.246093249454706	0.30047631588556	0.0252387004428936	"1"
"SB071116TAWCSCB43CD26BR1TR1I151"	-1.44481029578838	0.456063303858965	0.250276222667934	-1.56990492265402	1.20227210405167	1.2633583414698	0.996134852159861	0.554123170226991	-0.28710984002409	-2.02617142589291	0.55133707271856	-1.37654999032834	-1.11312310827005	0.198925954600186	0.0314043646190504	0.611178787587511	"1"
"SB071316TAWCSCB22D11BR2TR2I613"	1.22309594869966	0.888905659153629	-0.16464827530506	0.967522386292657	-0.629386511967654	1.13124226041722	-0.227697295907908	0.266146579453311	0.786094250822517	0.488948782764751	-0.743295699759454	0.123122332858841	-1.37451757717015	-1.91591014429084	0.903853502283276	1.72373603247971	"1"
"SB081216TAWCSCB51D33BR1TR1I186"	-1.52592413950633	0.453896593500913	1.27964848574503	-1.81004714413834	1.6211728871594	1.10666344660625	0.883042815151733	1.33709819253619	-0.328113963994717	-1.34337165650903	1.37918163780686	-1.51828319819031	-0.851728639369946	0.507582937546779	0.983252990434734	0.279870319652986	"1"
"SB081216TAWCSCB54D25BR2TR1I191"	0.125487575981089	-0.351070322887366	0.267380365086943	-0.34209117795124	-0.45645930777947	-0.62726726800111	0.925749915378899	0.374805582670177	-0.322594178075594	-0.956644763731635	0.749942327504517	-0.467027747876924	0.282069869484244	1.04110044559375	0.92876898432804	-0.447045831042199	"2"
"SB081216TAWCSCB53D25BR2TR2I189"	0.69288946168006	0.646662196863933	0.781760780848544	-0.465039238143809	1.37283642104654	1.65096889967304	0.68105039457718	0.837944460804129	-0.318651473847649	0.234670913814229	0.711382863088384	-0.503203461883599	0.193849236230461	0.774157932190875	0.992129714630599	-0.292879106678167	"1"
"SB081216TAWCSCB53D25BR2TR1I189"	0.69288946168006	0.646662196863933	0.781760780848544	-0.465039238143809	1.37283642104654	1.65096889967304	0.68105039457718	0.837944460804129	-0.318651473847649	0.234670913814229	0.711382863088384	-0.503203461883599	0.193849236230461	0.774157932190875	0.992129714630599	-0.292879106678167	"1"
"SB081216TAWCSCB54D25BR1TR1I190"	0.125487575981089	-0.351070322887366	0.267380365086943	-0.34209117795124	-0.45645930777947	-0.62726726800111	0.925749915378899	0.374805582670177	-0.322594178075594	-0.956644763731635	0.749942327504517	-0.467027747876924	0.282069869484244	1.04110044559375	0.92876898432804	-0.447045831042199	"2"
"SB081216TAWCSCB61D11BR1TR1I192"	0.125487575981089	-0.436519184993965	-0.121925828874352	0.497516639062334	-0.16614709555596	-0.527116194424099	0.47997668886098	0.245483952648376	-0.332450938645456	-0.096870275142235	0.375914001182902	-0.570155529597446	0.202562385193799	1.08015011242616	0.880468320160081	-0.743744584259966	"2"
"SB081216TAWCSCB64D10BR2TR1I199"	0.125487575981089	-0.434801970572047	0.00950489952942289	0.461950935501335	0.0212036253058129	-0.476080872711388	0.669343011252721	0.0806708959388094	-0.315497310465293	-0.483854215792407	0.500932503864123	-0.0782738063126503	0.5467317692456	0.780215109736371	0.91333477340719	-1.23708370930704	"2"
"SB081216TAWCSCB62D9BR2TR1I195"	0.125487575981089	-0.575101239845044	0.103782073595118	0.0540759019955195	-0.274100286660148	-0.704144300582997	0.643258512956405	0.311272562691168	-0.332450938645456	-0.666630967565146	0.606934496579785	-0.253213080016573	0.337616194125518	1.27434014338411	0.729590875379165	-0.886262595408274	"2"
"SB081216TAWCSCB63D11BR2TR1I196"	0.150578444630687	-0.464193018024734	0.343555805232784	-0.20507097015638	-0.0977072165842604	-0.798030723664042	0.723641199790793	0.292431212088665	-0.338364994987374	-0.527936049286911	0.712789131021287	-0.0939319511812114	0.402964811350543	1.48900315148327	0.623986666564863	-0.991773864210612	"2"
"SB081216TAWCSCB72D20BR2TR1I203"	0.526593446573653	-1.17450449232191	0.225986574835417	-0.142227126342076	-0.32429939838547	-1.40286515218444	0.322027182877405	-0.284611017120964	-0.354924352744742	-0.386168785153663	0.530834586857259	0.169556831434574	0.5493457139346	1.61218601796169	0.560143343079833	-0.991773864210612	"2"
"SB081216TAWCSCB72D20BR1TR1I204"	0.526593446573653	-1.17450449232191	0.225986574835417	-0.142227126342076	-0.32429939838547	-1.40286515218444	0.322027182877405	-0.284611017120964	-0.354924352744742	-0.386168785153663	0.530834586857259	0.169556831434574	0.5493457139346	1.61218601796169	0.560143343079833	-0.991773864210612	"2"
"SB081216TAWCSCB73D12BR1TR1I205"	0.328249796826608	-1.32442236637329	-0.406719856926185	-0.0370961882138791	0.0625116542787856	-0.763185696059461	-0.423216577933432	-0.661003203441417	-0.921788855810113	-0.941235972136772	0.159704295370131	0.428726125810756	0.777630216774018	1.67846630978067	0.707942630713725	-1.40490367876387	"2"
"SB081216TAWCSCB43CD26BR1TR1I184"	-0.925288824550724	0.580354002652275	1.5624998958285	-1.41411648780055	1.79364807387911	0.800432525722152	1.42767415919802	-1.09858256501801	-0.314708769619704	-1.43096717466208	1.59725335313932	-1.52314262245987	-1.11312310827005	0.35561628163885	0.825337867432206	0.611178787587511	"1"
"SB081216TAWCSCB62D9BR1TR1I194"	0.125487575981089	-0.575101239845044	0.103782073595118	0.0540759019955195	-0.274100286660148	-0.704144300582997	0.643258512956405	0.311272562691168	-0.332450938645456	-0.666630967565146	0.606934496579785	-0.253213080016573	0.337616194125518	1.27434014338411	0.729590875379165	-0.886262595408274	"2"
"SB081216TAWCSCB42CD26BR1TR1I183"	-0.585269974030778	0.621539260005305	1.6199278641007	-1.56990492265402	1.7559612584209	0.809413292990634	1.46703968773605	-0.743424539452428	-0.322594178075594	-1.49434985630013	1.64972804769828	-1.51990300628016	-1.11312310827005	0.34374609767035	0.747706085881523	0.738922137208298	"1"
"SB081216TAWCSCB71D20BR2TR1I201"	0.57150867241905	-0.206825303224591	0.406674330866158	-0.271544751330862	-0.569838090372336	-0.708515182181947	0.95697431588271	0.238402591832244	-0.32574834145795	-0.228319269193522	0.744534876338907	-0.435441490124826	0.272267576900492	1.07547544722764	0.897473986956265	-0.610590400341629	"2"
"SB081216TAWCSCB42CD26BR2TR1I612"	-0.585269974030778	0.621539260005305	1.6199278641007	-1.56990492265402	1.7559612584209	0.809413292990634	1.46703968773605	-0.743424539452428	-0.322594178075594	-1.49434985630013	1.64972804769828	-1.51990300628016	-1.11312310827005	0.34374609767035	0.747706085881523	0.738922137208298	"1"
"SB081216TAWCSCB32D10BR1TR2I621"	0.357282299088698	0.992718228351321	1.51358167083818	0.128919707952104	0.826261020691364	0.742618751479798	0.817654127934929	1.91849101484108	-0.183416718829138	0.323167273388447	1.52958442545398	-1.16192541842306	-1.37451757717015	-0.975345109485174	0.969958363708075	1.46435241112747	"1"
"SB081216TAWCSCB41CD31BR1TR1I182"	-0.127266338558393	0.607251385693419	1.80537963862432	-1.15172584657166	2.15470075938075	0.60260008774328	1.51487345506481	-0.743424539452428	-0.353347271053564	-1.28527568376771	1.73472831188241	-1.52233271841494	-1.11312310827005	0.243141830869464	0.696442594459061	0.990890392385916	"1"
"SB081216TAWCSCB22D11BR1TR2I617"	1.15317079725516	1.11753530666334	0.610619889722965	0.623445973208192	-0.659932032053384	2.06350817663891	0.292505914990448	1.19546828096204	0.261714588505843	0.712638845960059	0.716994636746459	0.144719774056857	-1.37451757717015	-2.04744807455344	1.24510817038589	1.72373603247971	"1"
"SB081216TAWCSCB41CD31BR1TR2I618"	-0.127266338558393	0.607251385693419	1.80537963862432	-1.15172584657166	2.15470075938075	0.60260008774328	1.51487345506481	-0.743424539452428	-0.353347271053564	-1.28527568376771	1.73472831188241	-1.52233271841494	-1.11312310827005	0.243141830869464	0.696442594459061	0.990890392385916	"1"
"SB081216TAWCSCB22D11BR2TR1I175"	1.15317079725516	1.11753530666334	0.610619889722965	0.623445973208192	-0.659932032053384	2.06350817663891	0.292505914990448	1.19546828096204	0.261714588505843	0.712638845960059	0.716994636746459	0.144719774056857	-1.37451757717015	-2.04744807455344	1.24510817038589	1.72373603247971	"1"
"SB081216TAWCSCB33CD24BR1TR1I181"	1.02689289509892	0.852173162408193	1.94741913709026	-0.60198652476287	1.5452322265864	0.990100102145368	1.48921532977353	-0.743424539452428	-0.297952276650938	-0.289783628671188	1.90608427647884	-1.52476243054972	-1.11312310827005	0.0619007439828939	0.595094082681321	1.2292334378816	"1"
"SB081216TAWCSCB31D13BR1TR1I177"	0.778640507371183	1.00704869457808	1.30981292803561	0.526141045337915	1.12125221093334	1.25155629812448	0.506721217134452	1.80844484297845	-0.113236583571719	0.449186395738353	1.26845514557097	-0.924353565244895	-1.37451757717015	-1.1895159746706	1.05457231353759	1.58463834145731	"1"
"SB081216TAWCSCB22D11BR1TR1I176"	1.15317079725516	1.11753530666334	0.610619889722965	0.623445973208192	-0.659932032053384	2.06350817663891	0.292505914990448	1.19546828096204	0.261714588505843	0.712638845960059	0.716994636746459	0.144719774056857	-1.37451757717015	-2.04744807455344	1.24510817038589	1.72373603247971	"1"
"SB081216TAWCSCB33CD24BR1TR2I623"	1.02689289509892	0.852173162408193	1.94741913709026	-0.60198652476287	1.5452322265864	0.990100102145368	1.48921532977353	-0.743424539452428	-0.297952276650938	-0.289783628671188	1.90608427647884	-1.52476243054972	-1.11312310827005	0.0619007439828939	0.595094082681321	1.2292334378816	"1"
"SB081216TAWCSCB32D10BR1TR1I180"	0.357282299088698	0.992718228351321	1.51358167083818	0.128919707952104	0.826261020691364	0.742618751479798	0.817654127934929	1.91849101484108	-0.183416718829138	0.323167273388447	1.52958442545398	-1.16192541842306	-1.37451757717015	-0.975345109485174	0.969958363708075	1.46435241112747	"1"
"SB082916TAWCSCB43CD26BR1TR2I220"	-1.52592413950633	-0.46628374827521	1.43811199491754	-1.81004714413834	1.79364807387911	0.467766671721466	0.266024790740494	-0.743424539452428	-0.360444138663865	-1.8599687436547	1.50153175361802	-1.50856434965121	-0.851728639369946	0.504592248939799	0.996572168641958	0.611178787587511	"1"
"SB082916TAWCSCB62D9BR1TR1I232"	0.125487575981089	-0.279873231709785	0.549094372400739	-0.335643420976409	0.370394855391532	-0.244732331988496	0.503095153896439	0.931702422534563	-0.319834285116033	-0.230384897731642	0.756655944516103	-0.214337685860146	0.272267576900492	0.688668367198316	1.12419322100128	-0.886262595408274	"2"
"SB082916TAWCSCB64D10BR1TR1I236"	0.524889918617207	-0.615183382297548	0.54209062924014	0.128919707952104	1.01280060469115	-0.354893413048795	0.126619833300197	0.0506192840560826	-0.342307699215319	-0.22034266036167	0.603760218288395	0.030253335707376	0.285337300345497	1.36992425246748	0.797806995955025	-1.23708370930704	"2"
"SB082916TAWCSCB64D10BR2TR1I237"	0.524889918617207	-0.615183382297548	0.54209062924014	0.128919707952104	1.01280060469115	-0.354893413048795	0.126619833300197	0.0506192840560826	-0.342307699215319	-0.22034266036167	0.603760218288395	0.030253335707376	0.285337300345497	1.36992425246748	0.797806995955025	-1.23708370930704	"2"
"SB082916TAWCSCB74D13BR1TR1I246"	0.125487575981089	-2.77581272387546	-0.613003283008574	0.00671064941650792	0.237159965912422	-2.42128954276128	-1.39213015635467	-0.661003203441417	-1.00741234517683	-0.786066675705335	-0.279462312483425	0.779684545278503	0.542375194763931	2.15519335255272	0.188625115009963	-1.57467210927603	"2"
"SB082916TAWCSCB74D13BR2TR1I614"	0.125487575981089	-2.77581272387546	-0.613003283008574	0.00671064941650792	0.237159965912422	-2.42128954276128	-1.39213015635467	-0.661003203441417	-1.00741234517683	-0.786066675705335	-0.279462312483425	0.779684545278503	0.542375194763931	2.15519335255272	0.188625115009963	-1.57467210927603	"2"
"SB082916TAWCSCB72D20BR1TR1I241"	0.713583143044598	-1.19110666529081	0.516587736311998	-0.0370961882138791	0.826261020691364	-1.33278013504835	0.00694672021264616	-0.467957336859238	-0.360444138663865	-0.198694313044731	0.520398575474307	0.331537640419688	0.366369585704528	1.67165195618336	0.807819613953181	-0.991773864210612	"2"
"SB082916TAWCSCB31D13BR1TR2I212"	1.20453908438053	0.895686094874961	1.5191071535542	0.340153138813397	1.48372972906974	0.953213771826277	-0.926739943864899	1.9835671697541	-0.217718245612259	0.691647642785343	1.35977995626176	-0.58959322667566	-1.11312310827005	-0.93572093739034	1.09049385754839	1.58463834145731	"1"
"SB082916TAWCSCB63D10BR3TR1I234"	0.227294417203235	-0.426921372844353	0.589048726157867	0.171074299090246	0.525678300891387	-0.658154790756997	0.18593428574403	0.711933977411232	-0.34861602598003	0.329676287241028	0.49193704602339	0.079927450462811	0.376825364460533	0.915333998568567	1.05645385225963	-0.991773864210612	"2"
"SB082916TAWCSCB61D11BR1TR1I230"	0.125487575981089	-0.352718065846243	0.642372219222817	-0.456733063307973	0.646435999271436	-0.091725900747178	0.354890291614355	1.21246792058712	-0.322988448498388	-0.697608115767226	0.913414741607965	-0.898436635807277	-0.363792297423089	0.863159541015403	1.07565506545151	-0.743744584259966	"2"
"SB082916TAWCSCB61D11BR2TR1I231"	0.125487575981089	-0.352718065846243	0.642372219222817	-0.456733063307973	0.646435999271436	-0.091725900747178	0.354890291614355	1.21246792058712	-0.322988448498388	-0.697608115767226	0.913414741607965	-0.898436635807277	-0.363792297423089	0.863159541015403	1.07565506545151	-0.743744584259966	"2"
"SB082916TAWCSCB44D30BR1TR1I222"	0.0974000864212515	-0.492952833530035	1.45557837243618	-1.96699196965731	1.73294014618116	0.00824646172181177	0.252485065894288	0.292431212088665	-0.344673321752085	-0.681987509285899	1.48319960399882	-1.51828319819031	-0.851728639369946	0.639597885460482	0.989909510603275	0.414258061649525	"1"
"SB082916TAWCSCB52D29BR1TR1I224"	0.920677520962591	0.214944566516426	1.4204137345651	-1.97239908479399	1.56240355407085	0.144414305145529	-0.330251355917658	1.90057644600306	-0.130190211751882	-1.18074458639876	1.46200172088439	-1.46968895549478	-0.851728639369946	0.651639989217248	1.11754958913247	0.0252387004428936	"1"
"SB082916TAWCSCB53D25BR1TR2I610"	0.698238123245211	0.23553903802872	0.908506667101316	-0.844946299312231	1.66193998162377	0.382457431033904	0.238736948910607	1.52121273277151	-0.306034820318225	0.356349120422171	0.7712509191696	-0.762372756259781	-0.0675452326696403	0.778195868806179	1.16286071048874	-0.292879106678167	"1"
"SB082916TAWCSCB53D25BR1TR1I225"	0.698238123245211	0.23553903802872	0.908506667101316	-0.844946299312231	1.66193998162377	0.382457431033904	0.238736948910607	1.52121273277151	-0.306034820318225	0.356349120422171	0.7712509191696	-0.762372756259781	-0.0675452326696403	0.778195868806179	1.16286071048874	-0.292879106678167	"1"
"SB082916TAWCSCB43CD26BR1TR1I219"	-1.52592413950633	-0.46628374827521	1.43811199491754	-1.81004714413834	1.79364807387911	0.467766671721466	0.266024790740494	-0.743424539452428	-0.360444138663865	-1.8599687436547	1.50153175361802	-1.50856434965121	-0.851728639369946	0.504592248939799	0.996572168641958	0.611178787587511	"1"
"SB082916TAWCSCB54D25BR2TR1I228"	0.541783257865656	-0.368272904610073	0.745760527456062	-0.844609448916125	-0.108929529958186	-1.01973524300886	0.747692091218499	0.952787514974413	-0.321017096384416	-0.13186133025571	0.916782683857523	-0.747254547421171	-0.155765865923428	0.922807432293462	1.09191184089113	-0.447045831042199	"2"
"SB082916TAWCSCB71D20BR2TR1I238"	0.125487575981089	-0.902239254425423	0.253713228290432	0.572074347256665	0.142302721103231	-1.00443315026643	0.523122131279014	0.396017951513225	-0.335210831605018	-0.706541938318539	0.671074065048163	-0.374698686755409	0.0958263103929211	1.01158136755811	1.02274897686294	-0.610590400341629	"2"
"SB082916TAWCSCB53D25BR2TR1I226"	0.698238123245211	0.23553903802872	0.908506667101316	-0.844946299312231	1.66193998162377	0.382457431033904	0.238736948910607	1.52121273277151	-0.306034820318225	0.356349120422171	0.7712509191696	-0.762372756259781	-0.0675452326696403	0.778195868806179	1.16286071048874	-0.292879106678167	"1"
"SB083016TAWCSCB41CD31BR1TR1I216"	0.227141786390622	0.379569650735151	1.91475074806152	-1.44619271170486	2.13045143240911	1.00230767938399	1.0024152985477	-0.743424539452428	-0.358472786549893	-1.19872122846033	1.8281455855192	-1.50775444560628	-1.11312310827005	0.364523625683013	0.983252990434734	0.990890392385916	"1"
"SB083116TAWCSCB22D11BR2TR2I622"	0.67170836534707	1.09661008896425	1.36121981141799	-0.130150631668955	1.07073440982355	0.963946463063518	-0.714000867488407	2.05794982859059	0.198631320858724	0.843183009645129	1.21178747039291	-0.222436726309401	-1.37451757717015	-1.63556164659215	1.17195567006742	1.72373603247971	"1"
"SB083116TAWCSCB22D11BR2TR1I210"	0.67170836534707	1.09661008896425	1.36121981141799	-0.130150631668955	1.07073440982355	0.963946463063518	-0.714000867488407	2.05794982859059	0.198631320858724	0.843183009645129	1.21178747039291	-0.222436726309401	-1.37451757717015	-1.63556164659215	1.17195567006742	1.72373603247971	"1"
"SB041117TAWCSCB61D11BR1TR1I302"	-1.59738588018459	-0.859735629939997	-1.5843545582027	0.742449048644379	-0.629386511967654	-0.332104491585824	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.494780685092463	-1.5545303089306	1.75858856757854	1.60537936829101	-0.178120631786553	-1.85113506430906	-0.743744584259966	"3"
"SB041117TAWCSCB61D11BR1TR1I311"	-1.59738588018459	-1.50866491167366	-1.59572048888643	0.672517538306971	-0.821124958403996	-1.0709209874446	-1.37910927176345	-1.56111184438181	-0.36438684289181	-0.262189381234502	-1.5545303089306	1.22135221777791	0.995458940857443	0.5258212485	-1.97507346973825	-0.743744584259966	"3"
"SB041117TAWCSCB62D9BR1TR1I303"	-1.59738588018459	-1.31611196346508	-1.71394253971507	0.59802467558565	-0.961564655885571	-0.753421780245638	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.144887964401638	-1.5545303089306	1.67597835499613	1.52696102762098	-0.0550107881508567	-1.84570824432705	-0.886262595408274	"3"
"SB041117TAWCSCB62D9BR1TR1I312"	-1.59738588018459	-1.31611196346508	-1.34273830302548	1.0737177986527	-0.855204844539261	-0.963646735973924	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.156615121824441	-1.5545303089306	1.31476115095933	1.20021794149585	0.327224612105308	-1.99414504729362	-0.886262595408274	"3"
"SB041117TAWCSCB63D10BR1TR1I304"	-1.59738588018459	-1.38240386339743	-1.3330100933457	0.128919707952104	-0.237371943520445	-0.644392391995492	-1.37910927176345	-1.56111184438181	-0.36438684289181	-0.264138459643661	-1.5545303089306	1.53991447544864	1.34398489939091	0.255372128486257	-1.78873115689867	-0.991773864210612	"3"
"SB041117TAWCSCB72D20BR1TR1I316"	-0.312433457379296	-1.44301112042956	-0.682007023972889	0.340092945295608	-0.998484630909619	-1.12882270033202	-1.37910927176345	-0.955056547312537	0.0115518284544357	-0.0603953908873137	-0.878108520758986	1.12632347650665	0.890901153297399	0.87184711324321	-1.95560248269554	-0.991773864210612	"3"
"SB041117TAWCSCB63D10BR2TR1I313"	-1.59738588018459	-1.20783436544339	-1.2026704474923	0.967452863405405	-0.998484630909619	-0.913109836904515	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.253917351440837	-1.5545303089306	1.36497520174471	1.25249683527587	0.313678976331742	-1.94625853836862	-0.991773864210612	"3"
"SB041117TAWCSCB73D12BR1TR1I308"	-1.59738588018459	-2.15489545955395	-1.78918428683919	-0.34209117795124	-0.961564655885571	-1.36551884625173	-1.37910927176345	-1.56111184438181	-0.36438684289181	-1.19438904557603	-1.5545303089306	1.43138733342861	0.964962919485759	0.832200629421288	-1.90411994841935	-1.40490367876387	"3"
"SB041117TAWCSCB71D20BR2TR1I315"	-1.34099846736145	-0.937731802124633	-1.01723268202679	0.829489003131636	-0.659932032053384	-0.622999413668382	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.297294279997825	-1.5545303089306	1.18274679163646	0.795056514700694	0.346712970441237	-1.95996484800413	-0.610590400341629	"3"
"SB041117TAWCSCB73D12BR1TR1I317"	-1.52067936978483	-2.03611120212537	-1.38224995366528	-0.130059968599515	-0.599360917647958	-1.72330460521168	-1.37910927176345	-1.56111184438181	-0.36438684289181	-0.573278189475062	-1.35125105765011	1.30234262227047	0.917040600187409	1.14568907188591	-1.93013919996895	-1.40490367876387	"3"
