"PHEO"	"TN"	"TP"	"CHLA"	"DOP"	"DON"	"NH4F"	"NO2F"	"NO3F"	"PC"	"PO4F"	"DO"	"PH"	"SALINITY"	"WTEMP"	"Latitude"	"WIND_RATIO_BWI.15"	"WIND_RATIO_BWI.30"	"WIND_RATIO_BWI.60"	"PRECIP24HR_BWI.15"	"PRECIP24HR_BWI.30"	"PRECIP24HR_BWI.60"	"measurement_PAR.15"	"measurement_PAR.30"	"measurement_PAR.60"	"Station"	"qPCR.ct"	"WaterColumnPosition"	"cruise_id"	"SampleDate"	"LinearTime"	"DayLength"	"FallPeak"	"Discharge_Susquehanna.15"	"Discharge_Sum.15"	"Microbial.Clusters"	"Habitat"	"StatName"	"InvSimpson"	"FaithsPD"	"Observed.ASVs"
"SB081216TAWCSCB53D25BR2TR2I189"	0.69288946168006	0.646662196863933	0.781760780848544	-0.465039238143809	1.37283642104654	1.65096889967304	0.68105039457718	0.837944460804129	-0.318651473847649	0.234670913814229	0.711382863088384	-0.503203461883599	0.193849236230461	0.774157932190875	0.992129714630599	-0.292879106678167	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB5.3"	NA	"lower"	"9"	"2016-08-08 00:00:00"	0.631280441400304	0.678660280015198	0.734452329514784	108930.833333333	196471.791666667	"M.3"	"H.1"	"5"	59.7086752599298	62.260001	379
"SB081216TAWCSCB53D25BR2TR1I189"	0.69288946168006	0.646662196863933	0.781760780848544	-0.465039238143809	1.37283642104654	1.65096889967304	0.68105039457718	0.837944460804129	-0.318651473847649	0.234670913814229	0.711382863088384	-0.503203461883599	0.193849236230461	0.774157932190875	0.992129714630599	-0.292879106678167	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB5.3"	"17.4124713"	"lower"	"9"	"2016-08-08 00:00:00"	0.631280441400304	0.678660280015198	0.734452329514784	108930.833333333	196471.791666667	"M.3"	"H.1"	"5"	54.0801789544355	58.462	304
"SB081216TAWCSCB54D25BR1TR1I190"	0.125487575981089	-0.351070322887366	0.267380365086943	-0.34209117795124	-0.45645930777947	-0.62726726800111	0.925749915378899	0.374805582670177	-0.322594178075594	-0.956644763731635	0.749942327504517	-0.467027747876924	0.282069869484244	1.04110044559375	0.92876898432804	-0.447045831042199	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB5.4"	"17.170103"	"lower"	"9"	"2016-08-09 00:00:00"	0.633864155251142	0.666648313665302	0.745372407516679	111915.625	200675.572916667	"M.3"	"H.2"	"5"	73.5081121241732	65.360462	359
"SB081216TAWCSCB61D11BR1TR1I192"	0.125487575981089	-0.436519184993965	-0.121925828874352	0.497516639062334	-0.16614709555596	-0.527116194424099	0.47997668886098	0.245483952648376	-0.332450938645456	-0.096870275142235	0.375914001182902	-0.570155529597446	0.202562385193799	1.08015011242616	0.880468320160081	-0.743744584259966	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB6.1"	"17.46517986"	"lower"	"9"	"2016-08-08 00:00:00"	0.631971080669711	0.675466807169573	0.737390393490547	108930.833333333	196471.791666667	"M.3"	"H.2"	"6"	61.8652017589767	51.303061	181
"SB081216TAWCSCB64D10BR2TR1I199"	0.125487575981089	-0.434801970572047	0.00950489952942289	0.461950935501335	0.0212036253058129	-0.476080872711388	0.669343011252721	0.0806708959388094	-0.315497310465293	-0.483854215792407	0.500932503864123	-0.0782738063126503	0.5467317692456	0.780215109736371	0.91333477340719	-1.23708370930704	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB6.4"	"17.65047592"	"lower"	"9"	"2016-08-09 00:00:00"	0.634716514459665	0.662646907536082	0.748931956811076	111915.625	200675.572916667	"M.1"	"H.2"	"6"	48.9409844879963	51.226937	186
"SB081216TAWCSCB62D9BR2TR1I195"	0.125487575981089	-0.575101239845044	0.103782073595118	0.0540759019955195	-0.274100286660148	-0.704144300582997	0.643258512956405	0.311272562691168	-0.332450938645456	-0.666630967565146	0.606934496579785	-0.253213080016573	0.337616194125518	1.27434014338411	0.729590875379165	-0.886262595408274	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB6.2"	"17.44459668"	"lower"	"9"	"2016-08-08 00:00:00"	0.631731354642314	0.676576729668562	0.736372140205612	108930.833333333	196471.791666667	"M.3"	"H.2"	"6"	78.8466082828755	60.786772	234
"SB081216TAWCSCB63D11BR2TR1I196"	0.150578444630687	-0.464193018024734	0.343555805232784	-0.20507097015638	-0.0977072165842604	-0.798030723664042	0.723641199790793	0.292431212088665	-0.338364994987374	-0.527936049286911	0.712789131021287	-0.0939319511812114	0.402964811350543	1.48900315148327	0.623986666564863	-0.991773864210612	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB6.3"	"17.22593256;20.56657609"	"lower"	"9"	"2016-08-08 00:00:00"	0.631657153729071	0.676919966137164	0.736056627879174	108930.833333333	196471.791666667	"M.3"	"H.2"	"6"	93.5150665228335	66.67732	421
"SB081216TAWCSCB72D20BR2TR1I203"	0.526593446573653	-1.17450449232191	0.225986574835417	-0.142227126342076	-0.32429939838547	-1.40286515218444	0.322027182877405	-0.284611017120964	-0.354924352744742	-0.386168785153663	0.530834586857259	0.169556831434574	0.5493457139346	1.61218601796169	0.560143343079833	-0.991773864210612	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB7.2"	"18.56575259"	"lower"	"9"	"2016-08-08 00:00:00"	0.63158295281583	0.677263055470914	0.735740955563982	108930.833333333	196471.791666667	"M.3"	"H.2"	"7"	84.4830565894135	51.421452	217
"SB081216TAWCSCB72D20BR1TR1I204"	0.526593446573653	-1.17450449232191	0.225986574835417	-0.142227126342076	-0.32429939838547	-1.40286515218444	0.322027182877405	-0.284611017120964	-0.354924352744742	-0.386168785153663	0.530834586857259	0.169556831434574	0.5493457139346	1.61218601796169	0.560143343079833	-0.991773864210612	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB7.2"	"20.85051831"	"lower"	"9"	"2016-08-08 00:00:00"	0.63158295281583	0.677263055470914	0.735740955563982	108930.833333333	196471.791666667	"M.1"	"H.2"	"7"	58.4367853726495	55.55183	310
"SB081216TAWCSCB73D12BR1TR1I205"	0.328249796826608	-1.32442236637329	-0.406719856926185	-0.0370961882138791	0.0625116542787856	-0.763185696059461	-0.423216577933432	-0.661003203441417	-0.921788855810113	-0.941235972136772	0.159704295370131	0.428726125810756	0.777630216774018	1.67846630978067	0.707942630713725	-1.40490367876387	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB7.3"	"17.33610173"	"lower"	"9"	"2016-08-08 00:00:00"	0.631293759512938	0.678598818543645	0.734509117350608	108930.833333333	196471.791666667	"M.2"	"H.2"	"7"	88.753463927377	59.071227	380
"SB081216TAWCSCB43CD26BR1TR1I184"	-0.925288824550724	0.580354002652275	1.5624998958285	-1.41411648780055	1.79364807387911	0.800432525722152	1.42767415919802	-1.09858256501801	-0.314708769619704	-1.43096717466208	1.59725335313932	-1.52314262245987	-1.11312310827005	0.35561628163885	0.825337867432206	0.611178787587511	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB4.3C"	"17.73999975"	"lower"	"9"	"2016-08-09 00:00:00"	0.633942161339422	0.66628290668326	0.745699060118562	111915.625	200675.572916667	"M.3"	"H.1"	"3"	84.1207800009242	73.210454	390
"SB081216TAWCSCB62D9BR1TR1I194"	0.125487575981089	-0.575101239845044	0.103782073595118	0.0540759019955195	-0.274100286660148	-0.704144300582997	0.643258512956405	0.311272562691168	-0.332450938645456	-0.666630967565146	0.606934496579785	-0.253213080016573	0.337616194125518	1.27434014338411	0.729590875379165	-0.886262595408274	41.1067677374303	226.363744135277	325.936780858534	10.3	13.27	28.42	666.384643554688	1346.52228927612	2506.15419387817	"CB6.2"	"17.81415064"	"lower"	"9"	"2016-08-08 00:00:00"	0.631731354642314	0.676576729668562	0.736372140205612	108930.833333333	196471.791666667	"M.3"	"H.2"	"6"	90.1065068255838	67.891302	365
"SB081216TAWCSCB42CD26BR1TR1I183"	-0.585269974030778	0.621539260005305	1.6199278641007	-1.56990492265402	1.7559612584209	0.809413292990634	1.46703968773605	-0.743424539452428	-0.322594178075594	-1.49434985630013	1.64972804769828	-1.51990300628016	-1.11312310827005	0.34374609767035	0.747706085881523	0.738922137208298	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB4.2C"	"17.80510492"	"lower"	"9"	"2016-08-09 00:00:00"	0.634122907153729	0.66543561702476	0.746455249559461	111915.625	200675.572916667	"M.3"	"H.1"	"2"	76.2942793680064	67.772894	372
