"OEU.1"	"OEU.2"	"OEU.3"	"OEU.4"	"OEU.5"	"OEU.6"	"OEU.7"	"OEU.8"	"OEU.9"	"OEU.10"	"OEU.11"	"OEU.12"	"OEU.13"	"OEU.14"	"OEU.15"	"OEU.16"	"OEU.17"	"OEU.18"	"OEU.19"	"OEU.20"	"OEU.21"	"OEU.22"	"OEU.23"	"OEU.24"	"OEU.25"	"OEU.26"	"OEU.27"	"OEU.28"	"OEU.29"	"OEU.30"	"OEU.31"	"OEU.32"	"OEU.33"	"OEU.34"	"OEU.35"	"OEU.36"	"OEU.37"	"OEU.38"	"OEU.39"	"OEU.40"	"OEU.41"	"OEU.42"	"OEU.43"	"OEU.44"	"OEU.45"	"OEU.46"	"OEU.47"	"OEU.48"	"OEU.49"	"OEU.50"	"OEU.51"	"OEU.52"	"OEU.53"	"OEU.54"	"OEU.55"	"OEU.56"	"OEU.57"	"OEU.58"	"OEU.59"	"OEU.60"	"OEU.61"	"OEU.62"	"OEU.63"	"OEU.64"	"OEU.65"	"OEU.66"	"OEU.67"	"OEU.68"	"OEU.69"	"OEU.70"	"OEU.71"	"OEU.72"	"OEU.73"	"OEU.74"	"OEU.75"	"OEU.76"	"OEU.77"	"OEU.78"	"OEU.79"	"OEU.80"	"OEU.81"	"OEU.82"	"OEU.83"	"OEU.84"	"OEU.85"	"OEU.86"	"OEU.87"	"OEU.88"	"OEU.89"	"OEU.90"	"OEU.91"	"OEU.92"	"OEU.93"	"OEU.94"	"OEU.95"	"OEU.96"	"OEU.97"	"OEU.98"	"OEU.99"	"OEU.100"	"OEU.101"	"OEU.102"	"OEU.103"	"OEU.104"	"OEU.105"	"OEU.106"	"OEU.107"	"OEU.108"	"OEU.109"	"OEU.110"	"OEU.111"	"OEU.112"	"OEU.113"	"OEU.114"	"OEU.115"	"OEU.116"	"OEU.117"	"OEU.118"	"OEU.119"	"OEU.120"	"OEU.121"	"OEU.122"	"OEU.123"	"OEU.124"	"OEU.125"	"OEU.126"	"OEU.127"	"OEU.128"
"SB081216TAWCSCB62D9BR2TR1I195"	61682	0	16565	3066	25869	6032	0	0	0	44614	0	8059	0	33094	1732	0	257	1768	15963	0	22411	6232	0	2468	0	0	4524	0	0	0	0	0	0	0	8660	0	418	0	0	0	5680	52187	0	0	773	23432	12441	0	5321	2564	9023	0	747	5489	3066	14281	0	0	0	1532	9705	0	4151	0	0	0	0	0	0	35	0	35583	478	0	4835	2382	0	0	0	12948	0	43085	5804	0	0	0	76	0	0	0	0	0	0	0	0	5515	6464	0	0	0	0	0	0	0	1290	2957	51255	64801	41393	15007	0	7026	0	42639	0	1120	5300	0	0	5839	0	0	0	0	997	0	1322	0
"SB081216TAWCSCB63D11BR2TR1I196"	0	0	16463	0	41794	10577	0	10168	0	39310	0	24847	9666	20689	0	0	0	0	0	6270	42282	0	0	0	0	0	0	0	0	8053	0	0	0	0	6786	0	3787	4016	0	0	0	9210	0	0	2339	0	6213	0	7837	0	2148	8389	0	0	10752	24199	0	0	0	4344	6050	0	14010	9385	0	6332	2244	0	3497	0	0	12916	0	16325	2929	3747	0	0	2250	1161	0	15445	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	159	3327	0	135390	31498	46225	145118	0	0	0	0	1596	0	0	0	0	0	0	0	0	0	0	0	0
"SB081216TAWCSCB72D20BR2TR1I203"	39854	0	37100	0	54060	17695	0	32581	1138	64208	29900	5636	0	1178	0	0	1391	0	3311	0	9939	0	5434	0	0	0	0	0	2692	19751	0	3998	0	0	8669	18229	0	0	0	0	7067	20872	0	0	11384	7533	0	0	0	0	0	0	0	0	3060	0	1067	1651	0	0	1289	0	0	0	0	2698	18775	0	9121	0	0	0	2960	155	4364	3017	0	2649	3209	0	0	22040	0	0	6094	0	0	0	0	3781	0	0	0	0	0	2096	14519	1114	4605	0	5922	1112	480	0	0	0	60608	389	64906	66203	43708	0	0	0	0	0	0	10842	0	3481	0	22690	0	4854	0	0	42	359
"SB081216TAWCSCB72D20BR1TR1I204"	113822	0	37997	4184	3302	23626	13497	44596	0	38167	934	22323	5100	0	0	0	0	0	1296	0	18090	0	7080	0	0	16849	0	0	0	7976	0	0	0	0	1188	2400	2577	4000	127	2023	0	26763	0	0	0	2605	0	8312	2367	2634	0	0	0	0	6121	0	0	0	12511	0	4558	0	5662	4886	0	779	8628	0	16799	575	961	14478	5310	0	0	1019	22021	0	1540	0	0	13218	3474	1272	0	5732	0	0	0	2381	0	0	187	0	0	1066	258	1289	0	0	0	0	0	0	2662	0	17429	25313	59189	0	45386	0	6335	12482	85	0	0	0	329	0	1361	0	0	323	4440	0	0	0
"SB081216TAWCSCB73D12BR1TR1I205"	5053	1204	2160	30255	32311	0	9293	0	21684	24653	0	12030	0	0	0	0	0	21477	0	3524	11272	0	14777	13616	5684	833	0	44410	4732	43797	0	0	0	0	27636	9341	5814	0	0	340	0	0	0	0	0	11537	5841	0	0	0	0	0	0	10427	4187	3287	10337	0	2714	3421	0	0	1337	0	656	0	0	0	0	0	0	27568	2688	0	0	0	12996	0	0	0	1916	0	13659	624	7900	0	0	114	0	0	0	2019	0	0	0	5064	0	0	0	2948	1075	0	0	0	0	0	50472	16880	41009	32464	38525	40458	3	44246	13050	186	1623	1590	0	4945	0	0	0	0	0	0	0	0
"SB081216TAWCSCB43CD26BR1TR1I184"	90284	441	52513	0	18814	10350	0	29927	10963	58156	12584	33092	19474	0	0	1335	0	0	0	0	28159	0	2247	4431	8917	0	0	5649	0	0	0	4739	0	138	8090	0	0	0	0	10702	7558	0	0	4584	9131	14736	12095	0	16308	1874	0	3659	0	867	3067	5423	4198	0	927	0	0	8374	0	25812	0	7950	0	3055	0	900	0	5659	8885	0	0	0	0	5030	0	1001	0	11439	0	0	0	3620	0	0	0	401	393	0	0	0	0	0	0	0	0	0	1089	0	0	0	0	0	0	24704	29970	9399	54101	37461	8682	0	31810	6211	814	11326	2189	992	0	0	0	264	0	1950	3202	0
"SB081216TAWCSCB62D9BR1TR1I194"	39726	0	18110	30790	27735	3974	0	3415	6990	69287	29218	33622	5333	7270	0	0	0	0	5358	12198	22431	0	0	0	0	0	10158	27150	2296	6296	0	4572	37	12421	248	0	0	0	731	1048	30481	27267	0	10307	0	0	1692	0	0	1537	0	12489	0	0	0	0	1143	0	0	0	8354	0	2330	6787	0	279	18563	0	8980	2062	0	16097	0	0	3802	0	22595	0	181	127	0	1910	0	0	1413	0	0	169	0	0	0	0	0	2313	0	0	0	6965	2112	0	6187	0	0	0	0	0	38777	37873	0	8392	5190	17845	0	37197	2076	0	7726	4757	551	3535	0	8619	0	0	1088	4093	0	1439
"SB081216TAWCSCB42CD26BR1TR1I183"	81391	0	31248	9407	27910	15382	10463	76514	0	37710	20521	7465	0	21420	1332	760	0	6308	19681	0	6234	10114	8693	564	0	2715	5347	13436	0	0	0	8809	0	0	0	4290	0	2921	0	9	17795	0	0	0	564	0	1959	0	9153	7359	2921	0	2314	0	5698	18622	0	15754	47	0	3304	0	0	0	0	13316	0	0	4626	892	2549	21446	2356	3618	972	7113	0	0	0	0	10725	31887	5144	0	3531	32824	0	0	0	0	0	6148	0	4044	0	0	2514	2837	0	0	0	0	0	0	2448	242	4786	53235	46713	20658	10489	0	0	9369	9079	0	0	0	0	0	0	0	0	0	2565	0	682	0
"SB081216TAWCSCB71D20BR2TR1I201"	48992	0	0	15438	28384	18456	15359	55577	6734	33576	5642	20766	0	31164	8929	0	0	0	4620	4495	18793	12315	1282	0	0	3694	1243	6791	0	7572	2372	0	0	0	0	0	0	0	0	3398	10572	44445	0	2494	6808	0	0	0	49	0	0	0	0	0	0	10948	1366	0	0	0	6367	0	1269	0	0	0	0	0	0	0	8424	14780	0	4836	1068	0	35513	0	0	0	2983	0	0	0	0	0	0	385	0	0	1296	0	0	0	2470	0	0	3693	0	0	0	0	0	0	0	1867	13974	30851	28869	0	83310	26743	0	35490	4967	4369	0	0	0	0	0	0	0	0	0	5940	0	0
"SB081216TAWCSCB42CD26BR2TR1I612"	13056	919	49568	1962	23273	0	0	27836	0	1868	6598	20693	0	51455	0	0	0	22337	21996	0	0	701	15287	0	0	4345	0	30310	0	12015	15098	9821	0	4748	22125	0	0	0	0	3339	17002	50624	35362	0	25195	5012	0	0	0	6549	0	0	3968	0	0	0	3040	5656	2372	0	0	0	12253	1705	0	0	7422	0	0	0	0	32230	2800	0	0	0	783	0	0	7732	2402	19534	0	0	14538	21048	0	7840	0	0	0	0	0	13463	0	650	6310	0	0	0	0	675	362	545	0	0	66293	0	40833	7718	42891	0	6747	0	0	0	0	0	1068	4616	0	0	0	883	83	394	3612	0
"SB081216TAWCSCB32D10BR1TR2I621"	74203	0	44313	38644	93334	0	0	0	10700	29977	0	0	0	0	2207	3571	5540	0	4892	17561	0	7402	0	4575	0	0	4470	0	0	0	8793	3917	0	8080	0	0	0	0	0	10934	6309	15990	0	0	0	10211	0	0	0	0	0	0	0	0	0	0	385	3717	118	0	0	0	3750	2011	0	0	13515	0	0	0	0	0	0	0	11182	0	0	0	0	0	0	5704	0	0	8450	71098	0	0	0	177	0	0	0	0	3311	0	0	3264	3764	0	1316	1375	0	972	0	0	14953	51535	25211	27081	0	57840	0	3208	0	5811	0	3820	1266	790	208	1498	1313	0	1558	0	0	0
"SB081216TAWCSCB41CD31BR1TR1I182"	100818	1435	19699	21568	40188	22512	33137	0	0	0	2306	6635	3942	0	0	2054	543	0	12102	2518	43778	3093	0	0	0	26788	8973	12624	2367	3645	0	0	0	0	0	0	8635	777	0	0	0	64387	22985	4889	8727	0	0	0	14500	453	11522	2763	0	0	5389	13315	0	6688	0	1595	0	0	3066	13752	0	0	0	0	0	0	0	11779	0	0	3411	2877	0	0	0	0	0	34187	0	0	0	0	0	1220	0	0	0	0	0	32820	2694	0	1646	0	3315	0	4133	4786	243	0	0	0	14831	71497	15497	44978	0	0	11433	0	13061	0	0	0	0	4891	0	0	0	0	0	3453	0	0
"SB081216TAWCSCB22D11BR1TR2I617"	111703	574	4139	9536	40684	0	0	31841	16228	50282	0	12926	0	36	7177	0	0	338	36612	10688	4630	20377	2939	0	8247	4591	5580	0	0	4810	0	7072	0	5232	19168	0	17240	0	0	0	9035	0	0	0	6066	0	0	0	8743	0	0	21449	0	0	0	0	5043	0	0	1634	0	9162	6661	3299	0	0	3237	0	7940	380	18895	0	0	2181	0	0	0	3988	1022	2866	0	13773	1153	1309	0	20703	0	0	0	0	0	0	0	0	2338	0	0	0	584	0	6056	0	0	0	0	0	0	39226	14710	36737	50086	83156	5089	0	40093	0	8233	1435	0	0	0	0	0	0	3121	0	0	0
"SB081216TAWCSCB41CD31BR1TR2I618"	112868	0	20811	25137	40527	7243	5364	3866	0	0	14864	0	0	53198	6938	0	0	0	22041	0	29542	4666	25089	1880	10752	9299	0	19797	2508	1286	246	4962	0	0	40035	0	0	0	0	1782	0	0	0	1694	0	0	2987	6312	0	0	0	15177	0	2878	3147	9306	2538	0	0	0	0	5090	9847	0	482	0	7921	9774	24649	2593	1116	0	4542	0	0	0	0	0	0	5060	0	28574	566	0	0	15006	0	0	0	3008	0	0	0	13936	0	0	0	0	0	0	0	0	0	0	0	0	24686	34383	46097	29560	21271	28442	15169	126	0	0	0	0	2100	0	0	0	0	0	1153	0	0	983
"SB081216TAWCSCB22D11BR2TR1I175"	18686	1660	42377	8240	0	4716	0	122539	3946	15129	148	16180	3494	5550	0	0	0	0	0	11510	18635	17356	1888	5701	0	237	0	0	0	18795	0	5993	328	0	5446	0	2325	238	0	0	2991	36410	0	0	18025	0	16295	841	0	4522	2302	3916	1618	0	1922	18280	0	0	12045	0	0	9294	0	0	0	0	0	11124	0	0	170	0	780	0	0	0	0	0	2159	0	0	0	2798	697	2407	0	0	0	0	616	1872	0	0	9076	1282	0	18015	0	0	0	1168	0	0	0	7114	0	5695	33068	0	130298	16533	134371	0	45673	1945	2089	0	0	0	0	0	0	0	640	1446	0	0	0
"SB081216TAWCSCB33CD24BR1TR1I181"	42036	0	24698	0	37540	1213	0	46360	3180	41676	8940	0	700	47178	0	0	0	3912	20297	1782	0	0	17340	3972	0	598	445	29988	0	0	0	0	0	32449	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	5973	0	12265	0	652	359	2794	1228	713	2586	5151	0	7159	15861	0	0	12538	1643	2911	1175	0	5235	0	0	2594	4702	0	4877	0	1049	0	3081	0	0	0	0	0	0	2995	0	0	444	1275	0	9067	0	2574	973	2034	5609	0	0	0	0	0	0	0	51839	21640	74197	82201	37882	24954	17876	0	6913	3300	10242	0	0	0	0	0	7290	0	2422	0	332	0
"SB081216TAWCSCB31D13BR1TR1I177"	0	0	7953	17315	60231	5584	18590	0	6455	84062	0	6760	444	0	0	2147	935	0	8285	9400	10497	0	9417	3285	17330	0	0	4287	7719	16056	0	0	0	0	20524	0	3635	0	0	0	0	0	0	0	0	3976	0	0	0	0	14977	0	0	0	0	0	0	0	665	0	4360	14216	29334	0	0	0	13344	0	0	1932	0	9093	0	0	0	2298	2045	0	0	0	0	24777	8955	614	0	14424	0	1715	0	0	0	0	0	0	0	0	0	0	0	0	2607	0	0	0	0	15060	3914	76578	18369	0	53284	43102	6894	19155	0	0	595	3755	0	10208	0	0	0	1014	2775	4219	0	1687
"SB081216TAWCSCB22D11BR1TR1I176"	66041	0	6529	12159	26816	13327	9124	0	0	16744	0	1479	0	0	12166	0	0	17814	10233	12347	0	0	1476	0	0	3308	0	0	0	18925	0	8276	0	496	0	0	0	0	393	0	35497	17479	380	0	11415	11381	14008	0	4728	0	0	1810	0	0	1642	0	0	1769	0	202	0	0	0	2812	6753	382	8738	6558	0	1658	3560	4630	0	0	6388	7632	0	1321	1881	0	0	0	0	0	309	16023	0	609	3605	0	0	0	0	0	555	0	4777	0	722	0	0	1248	212	0	0	0	39808	85985	139483	76750	77304	5514	0	0	0	5508	0	5650	0	0	4108	0	5940	0	3075	0	1150	128
"SB081216TAWCSCB33CD24BR1TR2I623"	5437	913	30007	4881	68566	19157	10524	0	3955	38340	0	0	0	28023	0	4162	0	0	40502	0	6801	6118	4978	0	0	0	0	9702	0	0	0	0	0	2421	32969	0	5301	0	0	0	7220	26471	5780	20082	0	0	4878	3632	0	0	0	0	0	1042	0	754	0	0	0	0	3514	0	20191	1725	3234	0	0	0	0	0	0	87698	0	0	0	0	0	0	632	2616	1653	0	0	846	11693	39999	0	0	0	453	0	0	1999	0	595	0	0	2559	0	3499	579	748	0	0	2887	0	38439	9204	13572	42744	115493	11386	21600	4097	1080	0	0	0	0	854	0	0	0	10430	3532	0	0	0
"SB081216TAWCSCB32D10BR1TR1I180"	33739	0	53680	66018	0	0	0	18157	0	11717	32939	56053	0	11269	0	0	0	0	26600	2919	0	0	6467	768	381	0	0	9892	0	0	0	0	333	0	0	2560	0	1981	0	0	0	18416	10649	7635	10603	4611	8090	285	0	0	0	5626	0	3171	0	15464	0	12665	0	1326	0	4375	2412	3065	0	3379	0	0	8457	0	0	31359	0	11287	0	0	5622	0	0	0	0	3120	0	0	4308	24818	0	0	0	0	784	0	0	0	0	0	2873	0	0	0	376	792	0	0	0	0	78283	36184	322	7575	0	0	1583	27696	12640	0	0	2553	0	7619	1360	2399	0	0	0	1852	0	1463
"SB082916TAWCSCB43CD26BR1TR2I220"	5868	0	0	23383	66236	3460	0	116162	3580	20030	6258	0	0	19952	0	0	243	24247	21995	0	19874	18725	0	0	0	2230	0	0	0	30138	12389	7718	0	0	0	9221	0	0	0	0	9345	7463	12330	13157	0	0	1608	9827	0	1477	0	16552	0	0	0	4885	0	0	0	0	9775	0	0	0	0	11218	13570	4607	3686	0	0	18425	2637	0	8413	0	12256	0	1042	2776	0	60804	0	728	0	18404	186	591	649	5641	721	0	0	12412	8223	0	0	3071	0	0	4555	0	416	0	0	0	42232	24667	0	4342	0	45404	16372	17992	0	0	622	0	399	0	0	15020	0	0	0	1570	0	0
"SB082916TAWCSCB62D9BR1TR1I232"	38026	0	30250	6282	26565	9809	0	11367	0	20077	0	49499	0	8799	740	0	0	978	10877	0	352	18352	0	0	3115	8889	0	8613	0	4371	5292	6061	0	0	10138	2605	0	0	324	914	0	6129	6939	9933	8556	3570	14769	0	0	9004	0	8296	3219	0	0	0	11742	7134	0	0	0	3533	0	0	0	3432	0	0	7966	247	0	9953	0	7635	0	0	9470	0	2927	0	0	23542	0	0	0	0	0	0	4838	0	0	1746	0	0	4830	0	4929	868	0	0	0	0	0	0	1695	0	16380	64046	0	66232	90007	56765	0	10431	221	223	1824	0	0	0	0	0	1663	0	1136	0	0	845
"SB082916TAWCSCB64D10BR1TR1I236"	45213	1559	26888	20498	0	0	6571	51101	0	40890	0	11504	0	0	0	2671	0	0	0	0	0	0	0	1193	0	0	0	40414	1087	9498	0	0	461	1399	0	0	0	0	0	0	4826	92240	0	0	3086	563	0	0	0	0	10294	0	9959	0	4956	4346	0	0	0	0	12646	0	2043	0	1370	0	10780	0	7726	1550	0	9055	6873	0	0	3828	0	0	396	3098	0	0	0	0	1218	2723	0	249	1714	1092	1441	0	0	5309	487	0	0	4794	2008	392	0	1369	991	0	0	3723	41642	118783	27610	0	48822	22348	0	0	7062	0	0	8321	0	0	0	0	0	0	2374	2468	2167	0
"SB082916TAWCSCB64D10BR2TR1I237"	0	761	0	5813	0	0	0	73093	0	40998	0	0	0	33926	0	5145	0	0	0	37279	10856	19979	8010	0	21782	5798	0	3966	0	0	12111	0	0	0	0	0	2122	1466	0	6736	3729	98133	0	0	8898	5753	0	2281	4648	0	0	6096	0	0	0	0	8606	0	4878	0	0	4173	0	0	0	0	6598	7477	0	0	7511	16803	2427	3843	0	0	8487	0	1176	68	0	9416	484	0	4486	7743	0	0	1392	0	0	0	0	0	0	959	3634	0	6637	126	0	0	0	0	0	396	55179	0	43629	78902	18255	7898	0	30121	13671	4105	8180	0	0	96	0	5111	0	0	0	1655	0	0
"SB082916TAWCSCB74D13BR1TR1I246"	12134	1204	12012	3314	0	8926	0	98203	405	0	0	0	0	7118	0	0	0	0	0	5728	21089	0	0	1772	9657	0	3418	0	0	0	3447	31343	0	0	43722	0	0	0	617	0	2742	90900	0	0	0	0	0	14001	0	0	8192	0	4728	2077	2485	0	0	0	0	4611	0	10299	31489	8568	0	0	0	0	17543	0	0	0	0	6490	0	7569	0	1701	1338	5684	0	4023	0	0	8943	17443	0	0	1112	0	0	0	0	5186	0	630	0	0	0	0	13168	0	133	1507	0	0	15031	77272	6266	33559	0	61380	34022	43219	3823	2055	0	4395	0	0	0	0	0	0	0	94	0	901
"SB082916TAWCSCB74D13BR2TR1I614"	21266	0	42303	36857	0	6470	0	60215	0	123020	8514	0	6368	18693	0	1823	0	15459	27859	0	0	0	6515	0	0	5475	0	22820	0	10217	0	10324	34	8942	29205	0	0	130	0	0	0	10415	0	0	0	13061	789	9884	0	3399	0	0	5496	0	4654	46116	0	1790	0	0	1948	1414	17070	0	611	0	0	7895	1143	0	0	0	0	1882	3753	0	0	4118	0	0	0	0	1474	3244	10312	0	0	0	0	0	0	0	0	0	2517	0	0	0	1410	2742	1812	0	0	0	0	7838	23494	0	0	110479	45133	7907	0	1640	0	0	0	1086	0	0	0	0	0	930	0	2373	0	0
"SB082916TAWCSCB72D20BR1TR1I241"	43146	0	49868	4530	58384	22832	3918	3023	3738	7161	0	0	0	17521	3578	12	0	9693	8765	15177	11947	2164	6197	0	11341	5313	9684	7602	0	0	6063	30834	0	16811	0	0	0	0	0	0	2299	16747	7714	5247	0	16333	0	0	607	0	1264	0	0	7023	71	0	2800	0	0	0	10161	1611	0	0	0	2050	0	6060	4596	863	4425	0	0	4890	8830	12174	18698	0	0	0	579	0	0	2973	0	8738	558	0	0	0	0	0	0	6113	0	0	0	6878	0	0	7664	0	508	0	0	0	55689	35551	51269	6078	53138	22388	0	21016	7534	0	6968	0	0	0	0	4683	1721	0	0	1584	0	1088
"SB082916TAWCSCB31D13BR1TR2I212"	0	1572	0	0	38393	155	15580	65721	0	0	0	0	0	17296	5480	0	0	0	0	1088	23536	0	0	0	0	4426	2771	2531	1677	0	0	0	0	0	3495	6957	0	0	0	0	8503	4910	12622	0	20695	6149	0	0	0	0	0	0	0	0	0	0	1235	0	0	0	0	0	0	5782	7412	0	869	4383	3603	0	3808	8406	0	0	0	4307	6652	934	0	0	14335	51637	0	0	0	0	0	0	1237	0	0	854	0	0	1951	0	4914	0	2101	0	0	0	0	0	3271	0	12794	99603	41826	21559	0	57806	4787	24468	6668	11778	0	0	295	0	4027	0	0	0	0	0	742	0
"SB082916TAWCSCB63D10BR3TR1I234"	26407	0	0	0	9960	4894	8952	0	2913	11152	0	25293	1275	0	2965	6703	0	10959	24785	27394	0	39516	162	0	0	10670	0	0	837	0	0	2425	0	7902	0	0	0	0	0	272	5677	33882	4890	0	0	0	0	583	0	1979	5303	13440	0	0	0	16237	0	0	6779	0	0	0	24805	14841	4542	0	0	0	0	833	4096	76386	0	0	0	0	0	100	3306	0	0	0	7550	0	8785	0	0	0	1426	0	0	1318	0	0	0	0	0	0	0	0	0	0	0	842	1460	0	118294	46995	857	36400	102786	0	0	0	0	1810	0	2295	0	2003	0	0	0	0	0	0	0	0
"SB082916TAWCSCB61D11BR1TR1I230"	0	0	64130	38279	287	0	0	3779	0	35688	0	41425	4542	0	0	0	0	12203	26397	6153	21212	0	17774	0	3661	0	7783	0	0	0	1937	843	0	18198	15041	3524	678	0	0	0	36783	77158	0	703	0	9344	0	0	0	0	0	0	0	0	0	0	8648	0	3234	708	0	2922	18285	0	6519	0	0	0	0	0	0	0	0	0	8725	0	8210	0	1365	0	0	30406	0	0	0	31448	0	0	0	0	2094	0	0	0	458	0	0	2818	7210	0	0	0	519	0	0	3034	66473	18788	14492	1634	2168	77462	2569	22174	0	0	5552	0	2261	464	7685	0	12410	0	0	0	0	765
"SB082916TAWCSCB61D11BR2TR1I231"	1027	3600	24412	3871	0	3690	19032	18225	429	3353	0	13479	0	0	10450	0	0	9742	4742	0	16611	0	0	0	0	0	0	0	0	0	0	19299	0	0	6633	0	9438	575	0	0	26047	0	0	0	15286	0	227	4247	0	434	0	0	3485	1062	0	18873	8271	0	0	6707	0	19818	0	8446	0	0	0	1309	0	2092	8509	27243	0	0	0	0	0	0	418	0	0	18274	0	0	12098	0	0	0	1252	5689	7079	2372	1432	0	0	0	0	579	5376	0	0	0	1109	0	0	9473	9313	49644	47126	116442	114588	66868	18380	0	9923	0	1603	3223	0	0	0	0	0	0	0	3390	0	994
"SB082916TAWCSCB44D30BR1TR1I222"	14746	0	39460	0	0	21849	768	45691	0	52420	67783	0	0	20412	0	0	1171	12395	0	728	16983	9566	1726	0	0	13287	6983	0	0	3850	0	0	0	5213	14926	0	5735	0	0	0	1598	47853	0	0	17269	9046	14621	0	0	0	2224	0	3793	0	10627	16882	0	0	892	0	3110	0	4304	0	0	770	0	0	9471	0	0	23080	0	0	0	0	3723	0	0	2768	6147	0	0	0	0	2430	0	0	552	0	0	1437	0	5485	0	1139	0	3108	0	0	0	0	24	0	3669	0	86729	71397	68181	14838	21402	0	0	46603	2158	391	0	2124	0	7368	1089	0	1513	0	1571	0	0	1602
"SB082916TAWCSCB52D29BR1TR1I224"	42193	0	46167	4873	94300	32961	3640	18493	1094	10801	20085	16574	4226	11483	1083	0	0	4295	17510	0	22976	0	5999	3592	0	0	1995	10333	1548	10107	4436	631	0	7485	0	0	0	0	271	2731	0	0	958	0	0	6527	0	0	19782	0	3617	0	919	0	10030	0	3657	6783	0	0	0	6366	30584	518	7957	0	0	0	4415	1428	0	1259	5038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	633	0	1289	18075	0	0	0	0	201	21	0	0	374	330	0	2444	103194	62968	0	16969	0	15134	3411	79800	0	0	3279	5515	0	0	0	12537	0	0	5449	1181	539	2371
"SB082916TAWCSCB53D25BR1TR2I610"	36918	0	27760	2196	0	4193	19295	141822	1452	11965	0	11133	0	9576	636	2044	0	4781	7773	0	16450	0	0	0	3956	962	0	23613	0	0	4020	15453	0	0	35282	5854	0	0	0	0	0	0	11077	0	0	5711	2261	0	7828	0	0	0	0	0	518	5908	9411	0	0	174	5302	0	4665	0	0	0	5656	0	1943	0	1019	6324	7925	1212	0	0	0	0	0	0	8103	0	0	0	0	11976	0	0	247	1115	2285	0	0	8706	4561	0	0	6207	0	0	11235	0	0	1814	473	0	55021	71360	43995	0	0	54702	0	16824	22426	0	0	5756	0	0	1450	0	0	0	5731	603	1101	367
"SB082916TAWCSCB53D25BR1TR1I225"	0	0	60792	0	44653	0	0	21469	16738	46046	21124	2927	0	0	5619	0	0	0	2457	11691	3240	19137	1145	1195	0	0	0	0	240	15241	0	0	0	12573	20152	0	0	0	0	0	2407	26243	0	18237	0	0	4034	0	1540	1426	0	0	753	0	0	9995	7305	3564	4840	1622	6119	8317	11407	0	0	0	0	0	0	1608	0	10916	0	5965	13685	0	15095	0	305	0	5931	19264	0	0	2384	21509	1795	0	0	3643	0	0	0	589	0	0	0	0	0	3664	7518	1562	0	0	671	0	23378	12935	49196	76113	59075	9122	0	30106	0	12220	0	0	0	0	0	0	1153	4259	0	838	0	0
"SB082916TAWCSCB43CD26BR1TR1I219"	55438	0	57865	9380	65952	7328	1683	45251	13013	24499	19511	0	194	32463	0	0	0	7852	0	25116	20724	5698	959	0	0	0	2633	0	1066	0	0	0	0	0	70960	0	0	0	0	0	0	0	7126	0	7966	6019	0	0	0	0	0	1234	0	0	130	16796	0	2021	0	0	0	5336	0	2543	0	0	0	7429	11044	0	6990	29095	0	0	0	16280	5205	0	0	0	0	11592	3057	0	0	0	0	0	0	0	0	0	0	6945	0	7336	3998	3075	0	0	0	0	0	0	0	0	26331	84041	0	0	76872	27845	0	0	0	3816	0	0	300	6356	0	0	1084	0	0	1457	1477	1074
"SB082916TAWCSCB54D25BR2TR1I228"	25544	0	32163	93248	5745	4548	0	11279	0	89099	0	0	0	1935	11709	0	0	7402	0	0	0	0	0	274	10700	0	25442	3258	1230	7704	3128	0	0	5117	0	0	0	0	1939	0	24813	22922	1221	3764	0	0	1474	12655	2951	1069	1624	0	1166	1219	5144	5443	4217	549	3722	9123	0	0	3616	7842	0	0	0	0	0	5028	13003	6611	0	0	0	0	5881	0	1772	0	1766	44684	0	0	0	31541	0	0	0	0	2586	0	0	35763	0	1237	8320	0	2312	0	0	0	0	685	0	3054	56311	65398	32148	16361	15131	1073	0	9672	0	0	9066	2577	0	0	0	0	0	0	14218	0	1683	0
"SB082916TAWCSCB71D20BR2TR1I238"	33771	2628	0	16610	40831	0	0	86274	0	0	25421	21089	10639	17532	0	0	0	5691	0	10649	0	30802	0	406	0	0	1533	0	0	0	14535	10970	0	0	12146	0	0	2326	0	0	0	12468	0	0	6	0	0	0	5974	16011	1	3825	0	0	786	0	6615	10653	12467	0	0	0	18293	0	0	2692	0	0	0	1832	6345	13863	0	6206	0	0	23476	0	0	0	6419	0	1303	0	0	0	379	0	0	0	0	0	0	0	0	0	0	4248	0	0	9685	0	0	0	304	0	45482	18668	51955	15837	60723	69054	12365	6148	0	0	0	0	0	5168	0	0	0	2057	0	0	0	0
"SB082916TAWCSCB53D25BR2TR1I226"	0	0	107068	534	35088	6225	3366	99576	9178	50364	5874	14267	7881	9885	0	0	0	0	0	1875	0	0	2375	0	0	140	9167	1361	0	0	2872	0	26	14073	0	7274	5838	0	1159	5780	13109	14488	1417	5484	1850	0	0	0	0	0	0	0	0	0	314	0	12560	0	0	0	659	0	382	0	297	0	10543	8204	12216	0	19776	0	0	0	4933	0	13371	0	0	0	0	2494	0	0	9472	0	901	662	0	0	0	0	971	3018	0	498	0	0	0	0	1740	0	0	0	0	0	26576	25601	0	58329	122787	0	0	11253	0	12339	0	8153	0	0	0	0	0	0	0	1670	1437	0
