"NMDS1"	"NMDS2"	"NMDS3"	"Microbial.Clusters"	"DayLength"	"LinearTime"	"Salinity"	"Phosphate"	"Seasonality"	"Habitat"	"Habitat.Clusters"	"CrossClusters"
"SB081216TAWCSCB53D25BR2TR2I189"	-1.78449606145057	1.25449962386838	0.843273443252686	"M.2"	0.678660280015198	0.631280441400304	0.774157932190875	0.711382863088384	0.734452329514784	"1"	"H.1"	"M.2+H.1"
"SB081216TAWCSCB53D25BR2TR1I189"	-1.54594115451069	1.23363926159178	0.839531866013594	"M.2"	0.678660280015198	0.631280441400304	0.774157932190875	0.711382863088384	0.734452329514784	"1"	"H.1"	"M.2+H.1"
"SB081216TAWCSCB54D25BR1TR1I190"	-0.890840210980998	1.80776789108686	0.69380320784834	"M.2"	0.666648313665302	0.633864155251142	1.04110044559375	0.749942327504517	0.745372407516679	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB61D11BR1TR1I192"	-1.67584795011087	1.87646855944062	0.326875784867356	"M.2"	0.675466807169573	0.631971080669711	1.08015011242616	0.375914001182902	0.737390393490547	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB64D10BR2TR1I199"	-1.62693202582728	1.72147290386232	-1.16322628262182	"M.2"	0.662646907536082	0.634716514459665	0.780215109736371	0.500932503864123	0.748931956811076	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB62D9BR2TR1I195"	-1.24418348865143	1.57216438589967	0.452450460787754	"M.2"	0.676576729668562	0.631731354642314	1.27434014338411	0.606934496579785	0.736372140205612	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB63D11BR2TR1I196"	-0.978525443140473	2.19538178928767	0.0537935937711048	"M.2"	0.676919966137164	0.631657153729071	1.48900315148327	0.712789131021287	0.736056627879174	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB72D20BR2TR1I203"	-0.117868298583457	3.13685282711674	0.09246271497583	"M.2"	0.677263055470914	0.63158295281583	1.61218601796169	0.530834586857259	0.735740955563982	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB72D20BR1TR1I204"	-1.41229470281244	1.80198634308518	-1.0629987251039	"M.2"	0.677263055470914	0.63158295281583	1.61218601796169	0.530834586857259	0.735740955563982	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB73D12BR1TR1I205"	-0.0507013085656313	2.70066868736849	-0.0239025156549942	"M.2"	0.678598818543645	0.631293759512938	1.67846630978067	0.159704295370131	0.734509117350608	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB43CD26BR1TR1I184"	-1.63063393399817	-0.180846330871741	2.5592162559956	"M.1"	0.66628290668326	0.633942161339422	0.35561628163885	1.59725335313932	0.745699060118562	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB62D9BR1TR1I194"	-1.37243154225569	1.5126612949849	-0.279399623874346	"M.2"	0.676576729668562	0.631731354642314	1.27434014338411	0.606934496579785	0.736372140205612	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB42CD26BR1TR1I183"	-2.08951115962576	-0.58864187931152	2.92314566819602	"M.1"	0.66543561702476	0.634122907153729	0.34374609767035	1.64972804769828	0.746455249559461	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB71D20BR2TR1I201"	-0.580960778862411	1.73736963867711	1.28132697116115	"M.2"	0.664140731167831	0.634398782343988	1.07547544722764	0.744534876338907	0.747607577010733	"2"	"H.2"	"M.2+H.2"
"SB081216TAWCSCB42CD26BR2TR1I612"	-3.01574576548088	-1.2974913772546	2.88661788203044	"M.1"	0.66543561702476	0.634122907153729	0.34374609767035	1.64972804769828	0.746455249559461	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB32D10BR1TR2I621"	-3.22095463549317	-2.96858170207047	0.559629054718334	"M.1"	0.65411712729559	0.636520167427702	-0.975345109485174	1.52958442545398	0.756393273224032	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB41CD31BR1TR1I182"	-2.23979927467561	-0.686025887179214	2.45318181056795	"M.1"	0.664480273673911	0.634326484018265	0.243141830869464	1.73472831188241	0.747305804807004	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB22D11BR1TR2I617"	-0.983132152437337	-4.60598791218813	-0.0602234448158321	"M.1"	0.653384405829012	0.636674277016743	-2.04744807455344	0.716994636746459	0.757026299556012	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB41CD31BR1TR2I618"	-2.62052399523611	-1.74674590514036	2.85738339742553	"M.1"	0.664480273673911	0.634326484018265	0.243141830869464	1.73472831188241	0.747305804807004	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB22D11BR2TR1I175"	-0.485998422858505	-4.29684517262157	0.340030289834777	"M.1"	0.653384405829012	0.636674277016743	-2.04744807455344	0.716994636746459	0.757026299556012	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB33CD24BR1TR1I181"	-2.79494298263646	-2.24000841589265	2.24740588870291	"M.1"	0.66349701168829	0.634535768645358	0.0619007439828939	1.90608427647884	0.748178932796633	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB31D13BR1TR1I177"	-2.45611807411545	-3.21332486641661	0.201670381756362	"M.1"	0.65375536614267	0.636596270928463	-1.1895159746706	1.26845514557097	0.756705967493096	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB22D11BR1TR1I176"	-1.54875992087259	-4.57181396660126	0.775390338311201	"M.1"	0.653384405829012	0.636674277016743	-2.04744807455344	0.716994636746459	0.757026299556012	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB33CD24BR1TR2I623"	-2.50163504449834	-2.09330254404164	2.58304542008372	"M.1"	0.66349701168829	0.634535768645358	0.0619007439828939	1.90608427647884	0.748178932796633	"1"	"H.1"	"M.1+H.1"
"SB081216TAWCSCB32D10BR1TR1I180"	-2.7250130923472	-2.41863682104065	0.229220800613317	"M.1"	0.65411712729559	0.636520167427702	-0.975345109485174	1.52958442545398	0.756393273224032	"1"	"H.1"	"M.1+H.1"
"SB082916TAWCSCB43CD26BR1TR2I220"	-3.41907947795161	-0.970903782845776	2.41625463763689	"M.1"	0.359751433727227	0.691430745814307	0.504592248939799	1.50153175361802	0.933048179855255	"1"	"H.1"	"M.1+H.1"
"SB082916TAWCSCB62D9BR1TR1I232"	-2.37573079671459	2.04540832811627	0.0277555456256792	"M.2"	0.371911642768338	0.689351217656012	0.688668367198316	0.756655944516103	0.928268134739826	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB64D10BR1TR1I236"	-0.887090827543627	2.7219114422537	0.329772873756853	"M.2"	0.342986032818373	0.694280821917808	1.36992425246748	0.603760218288395	0.939340503380704	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB64D10BR2TR1I237"	-0.88003164574069	2.45591286859648	0.151391121044002	"M.2"	0.342986032818373	0.694280821917808	1.36992425246748	0.603760218288395	0.939340503380704	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB74D13BR1TR1I246"	0.490449185247622	4.09475181199383	2.20271958947983	"M.2"	0.375626080229197	0.688713850837139	2.15519335255272	-0.279462312483425	0.926771302885264	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB74D13BR2TR1I614"	-0.130770144345399	2.17801306983341	2.85497431090415	"M.2"	0.375626080229197	0.688713850837139	2.15519335255272	-0.279462312483425	0.926771302885264	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB72D20BR1TR1I241"	-0.0292728238099053	3.64148700385758	1.64791204680613	"M.2"	0.372799216958289	0.68919901065449	1.67165195618336	0.520398575474307	0.927912034535218	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB31D13BR1TR2I212"	-2.71292553943935	-1.09728414286858	0.949680367328077	"M.1"	0.343861758655727	0.694132420091324	-0.93572093739034	1.35977995626176	0.93902028249351	"1"	"H.1"	"M.1+H.1"
"SB082916TAWCSCB63D10BR3TR1I234"	-1.60322459903889	2.0636404728589	0.332503901575905	"M.2"	0.372377661681805	0.689271308980213	0.915333998568567	0.49193704602339	0.928081287970182	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB61D11BR1TR1I230"	-2.21466812239312	1.82814963377828	1.41222431744281	"M.2"	0.370568540760634	0.689581430745814	0.863159541015403	0.913414741607965	0.928805123047098	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB61D11BR2TR1I231"	-1.74682476227961	2.20660252734849	1.37163702687151	"M.2"	0.370568540760634	0.689581430745814	0.863159541015403	0.913414741607965	0.928805123047098	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB44D30BR1TR1I222"	-3.81257736238685	-0.781728137349513	2.70966354344126	"M.1"	0.373154151210803	0.689138127853881	0.639597885460482	1.48319960399882	0.927769356809194	"1"	"H.1"	"M.1+H.1"
"SB082916TAWCSCB52D29BR1TR1I224"	-3.62512407681596	0.766064453935925	2.26107892384961	"M.2"	0.374462498931667	0.688913622526636	0.651639989217248	1.46200172088439	0.927242059493556	"1"	"H.1"	"M.2+H.1"
"SB082916TAWCSCB53D25BR1TR2I610"	-2.57407792281015	1.52545343970037	1.66247139438649	"M.2"	0.375293688738663	0.688770928462709	0.778195868806179	0.7712509191696	0.92690595380164	"1"	"H.1"	"M.2+H.1"
"SB082916TAWCSCB53D25BR1TR1I225"	-2.01408105651721	1.62338896383979	1.72512365819432	"M.2"	0.375293688738663	0.688770928462709	0.778195868806179	0.7712509191696	0.92690595380164	"1"	"H.1"	"M.2+H.1"
"SB082916TAWCSCB43CD26BR1TR1I219"	-2.68550104908056	-0.0919038908630936	2.69566840556094	"M.1"	0.359751433727227	0.691430745814307	0.504592248939799	1.50153175361802	0.933048179855255	"1"	"H.1"	"M.1+H.1"
"SB082916TAWCSCB54D25BR2TR1I228"	-1.46301167509206	1.91846963634999	1.46692619476708	"M.2"	0.359851817169131	0.691413622526636	0.922807432293462	0.916782683857523	0.933009469233873	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB71D20BR2TR1I238"	-1.40856773314723	2.06526381085654	0.467502844219192	"M.2"	0.357006011109874	0.691898782343988	1.01158136755811	0.671074065048163	0.934102086514861	"2"	"H.2"	"M.2+H.2"
"SB082916TAWCSCB53D25BR2TR1I226"	-2.47339768408401	1.59038326827474	2.07652049898095	"M.2"	0.375293688738663	0.688770928462709	0.778195868806179	0.7712509191696	0.92690595380164	"1"	"H.1"	"M.2+H.1"
"SB083016TAWCSCB41CD31BR1TR1I216"	-1.77905365155187	-0.313788293963521	2.69377854181044	"M.1"	0.357586602480821	0.691799847792999	0.364523625683013	1.8281455855192	0.933879982506437	"1"	"H.1"	"M.1+H.1"
"SB083116TAWCSCB22D11BR2TR2I622"	-2.29353221909105	-3.40768837842724	0.360457783608832	"M.1"	0.343379023648716	0.694214231354642	-1.63556164659215	1.21178747039291	0.939196915517749	"1"	"H.1"	"M.1+H.1"
"SB083116TAWCSCB22D11BR2TR1I210"	-1.79917063237148	-3.10754656516311	0.339137415120543	"M.1"	0.343379023648716	0.694214231354642	-1.63556164659215	1.21178747039291	0.939196915517749	"1"	"H.1"	"M.1+H.1"
"SB041117TAWCSCB61D11BR1TR1I302"	5.86647542764752	-0.32607101266404	0.947984526586532	"M.3"	0.340660547400905	1.30532534246575	-0.178120631786553	-1.5545303089306	-0.940186359954512	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB61D11BR1TR1I311"	5.66604351172777	1.02408135460573	0.841135083247783	"M.3"	0.340660547400905	1.30532534246575	0.5258212485	-1.5545303089306	-0.940186359954512	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB62D9BR1TR1I303"	4.78846619140829	0.0166506637839262	1.33851749775786	"M.3"	0.342166173093958	1.3055802891933	-0.0550107881508567	-1.5545303089306	-0.939639457446438	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB62D9BR1TR1I312"	6.23116004004981	0.765412238431228	1.2024107569475	"M.3"	0.342166173093958	1.3055802891933	0.327224612105308	-1.5545303089306	-0.939639457446438	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB63D10BR1TR1I304"	5.68731004968613	1.02818272459801	0.747627091653085	"M.3"	0.342592981945147	1.30565258751903	0.255372128486257	-1.5545303089306	-0.939483926803398	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB72D20BR1TR1I316"	5.33350700650124	1.39930700206265	0.883115893215176	"M.3"	0.325941128844038	1.30284056316591	0.87184711324321	-0.878108520758986	-0.945390067923222	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB63D10BR2TR1I313"	5.85196689719216	0.821537816528174	0.858140004033815	"M.3"	0.342592981945147	1.30565258751903	0.313678976331742	-1.5545303089306	-0.939483926803398	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB73D12BR1TR1I308"	5.63825958211112	1.66139451633145	0.899351081771394	"M.3"	0.324347157071618	1.30257229832572	0.832200629421288	-1.5545303089306	-0.945938117267487	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB71D20BR2TR1I315"	5.75066132371938	0.936205977269611	0.921701593797739	"M.3"	0.327104934519527	1.30303652968037	0.346712970441237	-1.5545303089306	-0.944988022047357	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB73D12BR1TR1I317"	4.05147179074594	0.78314375092631	1.37876403441381	"M.3"	0.324347157071618	1.30257229832572	1.14568907188591	-1.35125105765011	-0.945938117267488	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB72D20BR1TR1I307"	5.63931390113593	1.06576142973392	0.820776110414106	"M.3"	0.325941128844038	1.30284056316591	0.33739002660964	-1.5545303089306	-0.945390067923222	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB71D20BR1TR1I306"	5.65224884445172	0.347438798367267	0.693039410921322	"M.3"	0.327104934519527	1.30303652968037	0.122533674893842	-1.5545303089306	-0.944988022047357	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB31D13BR1TR1I289"	6.32450780480227	-2.88961370376772	1.32453806874586	"M.3"	0.371534320689222	1.31058409436834	-1.54858359746573	0.408427979562245	-0.928419220260976	"1"	"H.1"	"M.3+H.1"
"SB041117TAWCSCB54D25BR1TR1I300"	5.79090437114462	-1.16104856781403	1.05720768695925	"M.3"	0.338872887723489	1.30502283105023	-0.503113779651108	-1.5545303089306	-0.940832166736418	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB53D5BR1TR1I284"	5.91104298422228	-1.10756562035807	0.999422262270839	"M.3"	0.340233419659175	1.30525304414003	-0.655328523890326	-1.1976797676572	-0.94034101269009	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB51D33BR1TR1I296"	5.40297146326525	1.4178106177064	1.32345233043206	"M.3"	0.341885339284912	1.30553272450533	0.85424371405016	-1.01911707743165	-0.939741674494667	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB44D31BR1TR1I295"	4.80027790973414	0.542281278193651	1.42909537525802	"M.3"	0.342413281566772	1.30562214611872	0.740440821041311	-0.944984196485631	-0.939549437021105	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB43CD27BR1TR1I294"	5.89345737811604	-0.419753355528977	1.19297619661294	"M.3"	0.355755038361239	1.30788812785388	0.254950262866217	-0.993496137610235	-0.934579238310264	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB42CD26BR1TR1I293"	6.54163194735888	-0.914178946466535	1.17471480651306	"M.3"	0.356816172459394	1.30806887366819	0.163628549283875	-0.921962101100769	-0.93417461915395	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB33CD24BR1TR1I291"	6.3859907222647	-0.98100658139662	1.10519356301902	"M.3"	0.359282922623173	1.30848934550989	-0.307921274959752	-0.457643249207421	-0.933228686609746	"1"	"H.1"	"M.3+H.1"
"SB041117TAWCSCB33CD5BR1TR1I286"	5.71106861055433	-3.58133166388152	1.38331738511064	"M.3"	0.359282922623173	1.30848934550989	-2.3182797224857	0.121227294402409	-0.933228686609746	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB32D10BR2TR1I290"	6.38162588177269	-2.68040515142618	1.49871290832733	"M.3"	0.371034829455014	1.31049847792998	-1.28472141440235	0.186122889788486	-0.928618950555764	"1"	"H.1"	"M.3+H.1"
"SB041117TAWCSCB22D11BR2TR1I288"	3.83599168285383	-4.96541610433015	3.64785230138162	"M.3"	0.372011511860594	1.31066590563166	-2.64409240382657	0.08084507562093	-0.928228115843942	"3"	"H.3"	"M.3+H.3"
"SB041117TAWCSCB54D25BR2TR1I310"	5.27926256427213	1.65135212952843	1.25453045627887	"M.3"	0.338872887723489	1.30502283105023	0.891696006532824	-1.5545303089306	-0.940832166736418	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB71D20BR2TR1I349"	2.39626523759882	0.381563162594697	-0.359279072240817	"M.3"	0.739067658072949	1.38236681887367	0.118345528032353	-1.5545303089306	-0.673631202358209	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB61D11BR1TR1I336"	3.55400998156702	1.10207829206529	-0.406582870325632	"M.3"	0.728993176817454	1.38000570776256	-0.228254626648744	-1.35125105765011	-0.684520962537742	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB61D11BR1TR1I345"	3.5547261173354	1.78064028047583	-0.146221452957577	"M.3"	0.728993176817454	1.38000570776256	0.058700585910348	-0.944984196485631	-0.684520962537742	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB62D9BR1TR1I337"	3.40544201765485	1.15114684541104	-0.685892819006467	"M.3"	0.727928510101357	1.37975837138508	-0.164944821576728	-1.49712474575418	-0.685653034837313	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB62D9BR1TR1I346"	2.46589035232069	0.923320687356825	-0.378750477568225	"M.3"	0.727928510101357	1.37975837138508	-0.0375867094500198	-1.49712474575418	-0.685653034837313	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB73D12BR1TR1I351"	3.40510319778488	-0.0388831689675272	-0.0877863411970042	"M.3"	0.726024122956683	1.37931697108067	1.11465336455662	-0.968808289910319	-0.687669232178509	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB72D20BR1TR1I341"	3.86540051073538	1.49919191185626	-0.46801288974392	"M.3"	0.727485746983405	1.37965563165906	0.100765897729789	-1.04574933748604	-0.686122793628077	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB72D20BR1TR1I350"	3.53875546740297	1.94459582800845	0.385979817435922	"M.3"	0.727485746983405	1.37965563165906	1.40245517832134	-0.142830689838072	-0.686122793628077	"2"	"H.2"	"M.3+H.2"
"SB050817TAWCSCB73D12BR1TR1I342"	1.43495652251665	-0.0858559209983502	-2.67642219377567	"M.2"	0.726024122956683	1.37931697108067	0.775888387408893	-0.968808289910319	-0.687669232178509	"3"	"H.3"	"M.2+H.3"
"SB050817TAWCSCB71D20BR1TR1I340"	3.48918392252637	1.50937782363349	-0.441315371125864	"M.3"	0.739067658072949	1.38236681887367	-0.0242992785585459	-1.5545303089306	-0.673631202358209	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB63D10BR1TR1I338"	3.51687135296512	1.30919645015307	-0.535289815324719	"M.3"	0.739960867534286	1.38257800608828	0.00480279501832551	-1.35125105765011	-0.672649919733814	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB54D25BR1TR1I343"	3.96481763285793	1.81960895326399	-0.0242906307291688	"M.3"	0.736695576325091	1.38180745814307	0.206498417899597	-0.857182641617046	-0.67622453950078	"2"	"H.2"	"M.3+H.2"
"SB050817TAWCSCB63D10BR2TR1I347"	3.67281112510912	1.63401647127439	-0.255167964819365	"M.3"	0.739960867534286	1.38257800608828	0.239347826020523	-1.35125105765011	-0.672649919733815	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB53D25BR2TR1I333"	3.36974707421783	1.41779231830899	0.0499559910890127	"M.3"	0.737285412972181	1.38194634703196	0.125465953331498	-0.836868606755793	-0.675581393925588	"2"	"H.2"	"M.3+H.2"
"SB050817TAWCSCB22D11BR1TR1I322"	4.57240549884305	-4.73508886681389	2.32504271294122	"M.3"	0.759901095381349	1.38737633181126	-2.64409240382657	0.236549427664594	-0.650038710569014	"1"	"H.1"	"M.3+H.1"
"SB050817TAWCSCB31D13BR1TR1I323"	5.41198664939757	-2.77495363613039	0.333341862066702	"M.3"	0.759582402787672	1.38729832572298	-1.58871521955365	-0.29837781520675	-0.650411080298688	"1"	"H.1"	"M.3+H.1"
"SB050817TAWCSCB32D10BR2TR1I324"	4.73837498391062	-1.80102966567022	0.194959888205252	"M.3"	0.759302424693626	1.3872298325723	-1.1529921751344	-0.434355410781396	-0.65073791026371	"1"	"H.1"	"M.3+H.1"
"SB050817TAWCSCB33CD5BR1TR1I320"	4.28768762736171	-4.58491744282256	0.105184586890394	"M.3"	0.750885296349661	1.38518645357686	-2.32311019069178	-1.14832687797933	-0.660432639809604	"3"	"H.3"	"M.3+H.3"
"SB050817TAWCSCB33CD24BR1TR1I325"	5.17421059094683	-1.31502036137469	0.323883197439496	"M.3"	0.750885296349661	1.38518645357686	-0.481614768300787	-0.921962101100769	-0.660432639809604	"1"	"H.1"	"M.3+H.1"
