	methanotrophy	acetoclastic_methanogenesis	methanogenesis_by_disproportionation_of_methyl_groups	methanogenesis_using_formate	methanogenesis_by_CO2_reduction_with_H2	methanogenesis_by_reduction_of_methyl_compounds_with_H2	hydrogenotrophic_methanogenesis	methanogenesis	methanol_oxidation	methylotrophy	aerobic_ammonia_oxidation	aerobic_nitrite_oxidation	nitrification	sulfate_respiration	sulfur_respiration	dark_sulfite_oxidation	sulfite_respiration	thiosulfate_respiration	respiration_of_sulfur_compounds	arsenate_detoxification	arsenate_respiration	dissimilatory_arsenate_reduction	arsenite_oxidation_detoxification	arsenite_oxidation_energy_yielding	dissimilatory_arsenite_oxidation	anammox	nitrate_denitrification	nitrite_denitrification	nitrous_oxide_denitrification	denitrification	chitinolysis	knallgas_bacteria	dark_hydrogen_oxidation	nitrogen_fixation	nitrate_ammonification	nitrite_ammonification	nitrite_respiration	cellulolysis	xylanolysis	dark_sulfide_oxidation	dark_sulfur_oxidation	dark_thiosulfate_oxidation	dark_oxidation_of_sulfur_compounds	manganese_oxidation	manganese_respiration	ligninolysis	fermentation	aerobic_chemoheterotrophy	invertebrate_parasites	human_pathogens_septicemia	human_pathogens_pneumonia	human_pathogens_nosocomia	human_pathogens_meningitis	human_pathogens_gastroenteritis	human_pathogens_diarrhea	human_pathogens_all	fish_parasites	human_gut	mammal_gut	animal_parasites_or_symbionts	plant_pathogen	oil_bioremediation	aromatic_hydrocarbon_degradation	aromatic_compound_degradation	aliphatic_non_methane_hydrocarbon_degradation	hydrocarbon_degradation	dark_iron_oxidation	iron_respiration	nitrate_respiration	nitrate_reduction	nitrogen_respiration	fumarate_respiration	intracellular_parasites	chlorate_reducers	predatory_or_exoparasitic	chloroplasts	cyanobacteria	anoxygenic_photoautotrophy_H2_oxidizing	anoxygenic_photoautotrophy_S_oxidizing	anoxygenic_photoautotrophy_Fe_oxidizing	anoxygenic_photoautotrophy	oxygenic_photoautotrophy	photoautotrophy	aerobic_anoxygenic_phototrophy	photoheterotrophy	phototrophy	plastic_degradation	ureolysis	reductive_acetogenesis	chemoheterotrophy	harmful_algae
SB071116TAWCSCB22D11BR2TR2I616	2294.564749749032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131411.63535541852	133706.20010516755	5306.180983794637	1099.4789425880779	6405.659926382714	5019.360390076008	621.4446197236962	0.0	0.0	621.4446197236962	5640.805009799704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.4102968593145	143.4102968593145	143.4102968593145	143.4102968593145	0.0	0.0	0.0	478.0343228643817	0.0	0.0	143.4102968593145	382.42745829150533	0.0	0.0	0.0	0.0	143.4102968593145	0.0	0.0	0.0	2533.581911181223	411539.74855394615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	573.6411874372579	0.0	0.0	0.0	2963.812801759166	0.0	0.0	0.0	0.0	19455.99694058033	21750.561690329367	0.0	0.0	812.6583488694489	2390.1716143219082	812.6583488694489	0.0	13289.35417562981	0.0	5784.215306659018	187532.8648596969	231273.00540178787	0.0	573.641187437258	0.0	573.641187437258	231273.00540178787	231846.6465892251	0.0	908.2652134423251	232754.91180266748	0.0	191.21372914575267	0.0	547588.3168411492	0.0
SB071116TAWCSCB74D13BR2TR1I173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20890.152614170485	20890.152614170485	24429.872918238267	0.0	24429.872918238267	4120.002321128068	0.0	0.0	0.0	0.0	4120.002321128068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102013.57859919922	0.0	0.0	103000.05802820172	0.0	0.0	0.0	17292.40410839668	607381.1872570069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	812.3948238844077	0.0	0.0	0.0	2321.1280682411652	0.0	0.0	0.0	0.0	9864.79429002495	9864.79429002495	0.0	0.0	102419.77601114142	127429.93094643998	102419.77601114142	0.0	7427.609818371728	0.0	5512.679162072767	101027.09917019673	75784.83142807405	0.0	50890.73289618755	0.0	50890.73289618755	75784.83142807405	126675.56432426159	0.0	0.0	126675.56432426159	0.0	0.0	0.0	628561.4808797075	0.0
SB071116TAWCSCB64D10BR1TR1I165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20883.534136546186	20883.534136546186	12248.995983935743	0.0	12248.995983935743	9839.357429718877	0.0	0.0	0.0	0.0	9839.357429718877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6626.506024096386	0.0	0.0	6626.506024096386	0.0	0.0	0.0	5220.883534136546	518072.2891566265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35341.36546184739	35341.36546184739	0.0	0.0	6626.506024096386	10642.570281124497	6626.506024096386	0.0	7630.522088353415	0.0	36345.38152610442	148995.983935743	220281.12449799196	0.0	19076.305220883536	0.0	19076.305220883536	220281.12449799196	239357.4297188755	0.0	0.0	239357.4297188755	0.0	0.0	0.0	538955.8232931726	0.0
SB071116TAWCSCB72D20BR1TR1I169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31055.900621118013	31055.900621118013	20703.933747412008	0.0	20703.933747412008	25879.917184265014	0.0	0.0	0.0	0.0	25879.917184265014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12939.958592132505	0.0	0.0	12939.958592132505	0.0	0.0	0.0	0.0	579710.1449275363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26915.11387163561	26915.11387163561	0.0	0.0	12939.958592132505	12939.958592132505	12939.958592132505	0.0	11387.163561076606	0.0	30020.70393374741	140786.74948240165	118012.42236024844	0.0	29503.10559006211	0.0	29503.10559006211	118012.42236024844	147515.52795031056	0.0	0.0	147515.52795031056	0.0	0.0	0.0	610766.0455486543	0.0
SB071116TAWCSCB63D10BR2TR1I164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33107.59969902183	33107.59969902183	19187.358916478555	0.0	19187.358916478555	9029.345372460495	0.0	0.0	0.0	0.0	9029.345372460495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3009.7817908201655	0.0	0.0	0.0	19563.581640331075	612114.3717080512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41760.7223476298	41760.7223476298	0.0	0.0	0.0	19563.581640331075	0.0	0.0	1128.668171557562	0.0	19187.35891647855	41384.49962377727	249059.44319036868	0.0	12791.572610985704	0.0	12791.572610985704	249059.44319036868	261851.0158013544	0.0	0.0	261851.0158013544	0.0	0.0	0.0	645221.9714070731	0.0
SB071116TAWCSCB62D9BR2TR1I162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23187.710033605377	23187.710033605377	10705.712914066251	0.0	10705.712914066251	3792.6068170907342	0.0	0.0	0.0	0.0	3792.6068170907342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	384.0614498319731	0.0	0.0	864.1382621219395	0.0	0.0	0.0	16514.642342774845	571003.3605376859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1056.168987037926	0.0	0.0	0.0	1056.168987037926	0.0	0.0	0.0	0.0	38934.229476716275	38934.229476716275	0.0	0.0	528.084493518963	16754.680748919825	528.084493518963	0.0	7921.267402784446	0.0	13298.12770043207	45415.26644263082	315074.41190590494	0.0	8737.397983677389	0.0	8737.397983677389	315074.41190590494	323811.80988958234	0.0	0.0	323811.80988958234	0.0	0.0	0.0	594191.0705712914	0.0
SB071116TAWCSCB62D9BR1TR1I161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30118.030118030118	30118.030118030118	6105.006105006105	0.0	6105.006105006105	4884.004884004884	0.0	0.0	0.0	0.0	4884.004884004884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10582.010582010582	619047.619047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30118.030118030118	30118.030118030118	0.0	0.0	0.0	9361.00936100936	0.0	0.0	8140.00814000814	0.0	12210.01221001221	58608.05860805861	251933.25193325194	0.0	7733.007733007733	0.0	7733.007733007733	251933.25193325194	259666.2596662597	0.0	0.0	259666.2596662597	0.0	0.0	0.0	650386.6503866505	0.0
SB071116TAWCSCB71D20BR2TR1I168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13566.458101865388	13566.458101865388	8537.512426173907	0.0	8537.512426173907	5379.802350739723	0.0	0.0	0.0	0.0	5379.802350739723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	760.189462604526	0.0	0.0	1169.5222501608093	0.0	0.0	0.0	53271.738494824865	729723.407987837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	643.2372375884452	0.0	0.0	0.0	643.2372375884452	0.0	0.0	0.0	0.0	22805.683878135784	22805.683878135784	0.0	0.0	1052.5700251447283	50464.88509443892	1052.5700251447283	0.0	19881.878252733757	0.0	14092.743114437752	84556.45868662652	114554.70440325126	0.0	7075.609613472896	0.0	7075.609613472896	114554.70440325126	121630.31401672417	0.0	0.0	121630.31401672418	0.0	0.0	0.0	744751.7689024034	0.0
SB071116TAWCSCB71D20BR1TR1I167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15631.978561857974	15631.978561857974	9006.99717135626	0.0	9006.99717135626	4838.4695548608015	0.0	0.0	0.0	0.0	4838.4695548608015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54786.36295965461	766190.2635104958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19502.754205746613	19502.754205746613	0.0	372.18996575852316	372.18996575852316	51064.46330206938	372.18996575852316	0.0	8485.931219294329	0.0	9751.377102873306	55381.86690486825	119249.6650290308	0.0	9602.501116569898	0.0	9602.501116569898	119249.6650290308	128852.1661456007	0.0	0.0	128852.16614560071	0.0	0.0	0.0	783683.1919011463	0.0
SB071116TAWCSCB54D25BR2TR1I158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24175.566248092946	24175.566248092946	17838.281891796738	0.0	17838.281891796738	9623.283652153503	0.0	0.0	0.0	0.0	9623.283652153503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3285.999295857294	0.0	0.0	0.0	37671.63478464969	756483.9807534326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	704.1427062551344	0.0	0.0	0.0	704.1427062551344	0.0	0.0	0.0	0.0	24644.994718929705	24644.994718929705	0.0	0.0	0.0	34150.92125337402	0.0	0.0	7158.784180260533	0.0	24410.280483511327	55040.48820560967	84614.48186832533	0.0	16312.63936157728	0.0	16312.63936157728	84614.48186832533	100927.1212299026	0.0	0.0	100927.1212299026	0.0	0.0	0.0	781715.7610609082	0.0
SB071116TAWCSCB54D25BR1TR1I157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29940.119760479043	29940.119760479043	19117.727847058177	91.55999926752	19209.287846325697	20765.807833873536	164.80799868153602	0.0	292.99199765606403	164.80799868153602	20765.807833873536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.99199765606403	292.99199765606403	292.99199765606403	292.99199765606403	0.0	0.0	292.99199765606403	0.0	0.0	0.0	292.99199765606403	0.0	0.0	1281.83998974528	0.0	0.0	5420.351956637184	0.0	0.0	0.0	46750.53562599571	700580.4903953561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1501.583987987328	0.0	0.0	0.0	1666.391986668864	0.0	0.0	0.0	457.7999963376001	23384.42381292461	23439.359812485123	0.0	0.0	1776.263985789888	44223.47964621216	1776.2639857898882	0.0	8588.327931293377	0.0	24794.447801644415	58873.07952901537	113003.3510959732	0.0	17140.031862879747	0.0	17140.031862879747	113003.3510959732	130143.38295885293	0.0	0.0	130143.38295885292	0.0	0.0	0.0	732406.7461407462	0.0
SB071116TAWCSCB53D25BR2TR1I156	0.0	0.0	0.0	0.0	63.39814032121724	0.0	63.39814032121724	63.39814032121724	28592.561284868978	28592.561284868978	21449.704142011833	126.79628064243448	21576.500422654266	43786.98224852071	0.0	0.0	1732.8825021132714	0.0	43786.98224852071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1120.0338123415047	1120.0338123415047	1120.0338123415047	1120.0338123415047	190.19442096365174	0.0	464.9196956889264	211.32713440405746	0.0	0.0	1120.0338123415047	190.19442096365174	0.0	232.4598478444632	0.0	0.0	4860.524091293322	0.0	0.0	0.0	32988.16568047337	665004.2265426881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1415.8918005071853	0.0	0.0	0.0	1859.678782755706	0.0	0.0	0.0	1120.0338123415047	30959.425190194423	30959.425190194423	211.32713440405746	338.1234150464919	2007.6077768385458	30156.382079459	2007.6077768385462	126.79628064243448	15215.553677092139	0.0	13863.06001690617	66314.45477599323	122020.28740490277	0.0	14983.093829247675	0.0	14983.093829247675	122020.28740490277	137003.38123415047	0.0	0.0	137003.38123415047	0.0	105.66356720202873	0.0	699281.4877430261	0.0
SB071116TAWCSCB63D10BR1TR1I163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24832.018697049374	24832.018697049374	17108.530528775926	0.0	17108.53052877593	13657.610283377155	0.0	0.0	748.6123283669297	0.0	13657.610283377155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	438.21209465381247	438.21209465381247	438.21209465381247	438.21209465381247	0.0	0.0	0.0	0.0	0.0	0.0	438.21209465381247	0.0	0.0	529.5062810400234	0.0	0.0	1971.9544259421561	0.0	0.0	0.0	33212.82500730353	610447.706690038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1259.8597721297106	0.0	0.0	0.0	1259.8597721297108	0.0	0.0	0.0	438.21209465381247	43364.73853345019	43364.73853345019	0.0	146.07069821793746	1113.7890739117734	32847.648261758695	1113.7890739117734	0.0	8819.018404907976	0.0	23407.82938942448	54502.62927256792	231558.5743499854	0.0	13036.809815950919	0.0	13036.809815950919	231558.5743499854	244595.38416593632	0.0	0.0	244595.38416593632	0.0	0.0	0.0	636685.655857435	0.0
SB071116TAWCSCB52D29BR1TR1I154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30884.886452623337	30884.886452623337	24745.497259201253	0.0	24745.497259201253	9741.581832419733	250.5873140172279	0.0	908.379013312451	250.5873140172279	9992.169146436961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	438.52779953014874	438.52779953014874	438.52779953014874	438.52779953014874	93.97024275646045	0.0	0.0	0.0	0.0	0.0	438.52779953014874	93.97024275646045	0.0	5418.950665622553	0.0	0.0	6703.210649960846	0.0	0.0	0.0	15191.855912294439	762067.345340642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	971.0258418167581	0.0	0.0	0.0	1472.200469851214	0.0	0.0	0.0	438.52779953014874	23492.560689115115	23492.560689115115	0.0	281.91072826938137	6139.389193422083	16883.32028191073	6139.389193422083	0.0	15755.677368833203	0.0	6734.5340642129995	53469.068128426	77932.65465935787	0.0	9459.671104150351	0.0	9459.671104150351	77932.65465935787	87392.32576350823	0.0	0.0	87392.32576350823	0.0	156.61707126076743	0.0	796366.4839467502	0.0
SB071116TAWCSCB53D25BR2TR2I615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29815.883484473758	29815.883484473758	19923.055784556193	137.40038472107722	20060.45616927727	47787.85380599066	329.76092333058534	0.0	2583.1272327562515	329.76092333058534	47787.85380599066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1538.8843088760648	1538.8843088760648	1538.8843088760648	1538.8843088760648	192.3605386095081	0.0	659.5218466611707	467.16130805166256	0.0	0.0	1538.8843088760648	192.3605386095081	0.0	164.88046166529267	0.0	0.0	7172.300082440232	0.0	0.0	0.0	31739.488870568835	685270.6787579006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1951.0854630392964	0.0	0.0	0.0	2418.246771090959	0.0	0.0	0.0	1868.6452322066502	33525.693871942836	33525.693871942836	302.2808463863699	219.84061555372355	2225.886232481451	28112.118713932396	2225.886232481451	219.84061555372355	7447.1008518823855	0.0	14372.080241824675	53091.508656224236	116625.44655125035	0.0	14619.400934322615	0.0	14619.400934322617	116625.44655125035	131244.84748557297	0.0	0.0	131244.84748557297	0.0	109.92030777686178	0.0	721132.1791701016	0.0
SB071116TAWCSCB22D11BR1TR1I144	2068.014705882353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117800.24509803922	119868.25980392157	2221.2009803921574	1378.6764705882354	3599.8774509803925	4442.401960784314	842.5245098039217	0.0	0.0	842.5245098039217	5284.926470588235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	536.1519607843137	0.0	0.0	0.0	0.0	229.77941176470588	0.0	0.0	0.0	1302.0833333333335	403645.8333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2068.014705882353	0.0	0.0	0.0	0.0	15012.254901960785	17080.26960784314	0.0	0.0	1225.4901960784314	2910.5392156862745	1225.4901960784314	0.0	26884.191176470587	0.0	5284.926470588235	233992.03431372548	197686.887254902	0.0	995.7107843137254	0.0	995.7107843137254	197686.887254902	198682.5980392157	0.0	1378.6764705882354	200061.27450980392	0.0	0.0	0.0	524816.1764705882	0.0
SB071116TAWCSCB33CD24BR1TR2I611	2497.502497502497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139660.33966033967	142157.84215784218	66133.86613386613	0.0	66133.86613386613	17848.81784881785	29703.629703629704	0.0	499.5004995004995	28671.328671328672	47552.44755244756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.000333000333	0.0	1698.3016983016983	1831.5018315018315	0.0	0.0	0.0	333.000333000333	0.0	11455.211455211454	0.0	532.8005328005328	11455.211455211454	0.0	0.0	0.0	52480.85248085248	619513.8195138195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1565.101565101565	0.0	0.0	0.0	2697.302697302697	0.0	0.0	0.0	0.0	48185.14818514819	50682.65068265069	0.0	1631.7016317016316	13553.113553113551	25174.82517482517	13553.113553113553	1498.5014985014984	5028.305028305028	0.0	4062.604062604063	6493.506493506492	62404.26240426241	0.0	27139.52713952714	0.0	27139.52713952714	62404.26240426241	89543.78954378955	0.0	0.0	89543.78954378955	0.0	0.0	0.0	798601.3986013986	0.0
SB071116TAWCSCB33CD24BR1TR1I148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20763.1874298541	20763.1874298541	64814.81481481482	0.0	64814.81481481482	67340.06734006734	0.0	0.0	3928.170594837262	0.0	67340.06734006734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3928.170594837262	3928.170594837262	3928.170594837262	3928.170594837262	0.0	0.0	0.0	0.0	0.0	0.0	3928.170594837262	0.0	0.0	18237.93490460157	0.0	0.0	26374.859708193042	0.0	0.0	0.0	7014.590347923682	612233.4455667789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2244.6689113355783	0.0	0.0	0.0	3367.003367003367	0.0	0.0	0.0	3928.170594837262	36756.45342312009	36756.45342312009	0.0	0.0	22166.105499438832	22166.105499438832	22166.105499438832	0.0	12906.846240179573	0.0	8136.924803591471	44893.37822671156	126262.62626262626	0.0	10101.0101010101	0.0	10101.0101010101	126262.62626262626	136363.63636363635	0.0	0.0	136363.63636363638	0.0	0.0	0.0	642817.0594837262	0.0
SB071116TAWCSCB22D11BR2TR1I145	2396.0011566902135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117404.05667782047	119800.05783451069	3883.174288428967	1074.069484033544	4957.243772462511	2313.3804271491717	784.8969306398976	0.0	371.7932829346883	784.8969306398976	3098.2773577890694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.17255339364647	0.0	123.93109431156277	0.0	0.0	537.034742016772	0.0	0.0	0.0	2106.828603296567	438468.2116743091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.2414590820837	0.0	0.0	0.0	1487.1731317387535	0.0	0.0	0.0	0.0	15615.317883256908	18011.31903994712	0.0	0.0	330.4829181641674	1776.3456851324	330.4829181641674	0.0	26314.70235882183	0.0	5742.140703102407	227207.0062378651	170900.97905564506	0.0	702.2762010988557	0.0	702.2762010988557	170900.97905564506	171603.25525674393	0.0	660.9658363283348	172264.22109307224	0.0	0.0	0.0	560375.0981121163	0.0
SB071116TAWCSCB44D30BR1TR1I152	1408.1416188142348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55923.33857576534	57331.48019457957	43085.47602501737	0.0	43085.47602501737	7827.072894188214	3273.472074905819	0.0	146.30042792875167	3273.4720749058188	11100.544969094035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.3133023664094	0.0	0.0	201.16308840203357	0.0	0.0	0.0	274.3133023664094	0.0	25346.54913865623	0.0	91.43776745546981	26791.265864452656	0.0	0.0	0.0	22182.802384696974	735379.1009838703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	530.3390512417249	0.0	0.0	0.0	1170.4034234300134	0.0	0.0	0.0	0.0	22274.240152152444	23682.38177096668	0.0	91.43776745546981	25913.463296880145	30174.463260305034	25913.463296880145	91.43776745546981	9326.652280457918	0.0	9308.364726966825	25785.450422442485	59361.398632091004	0.0	11484.583592407009	0.0	11484.583592407009	59361.398632091004	70845.982224498	0.0	0.0	70845.982224498	0.0	73.15021396437584	0.0	806407.9587432793	0.0
SB071116TAWCSCB51D33BR1TR1I153	16833.208815838625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90072.84273440418	106906.05155024282	49915.950691072096	0.0	49915.950691072096	4459.2827792304815	140.0821815465073	0.0	140.0821815465073	140.0821815465073	4599.364960776989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.77624206200971	0.0	0.0	0.0	210.12327231976093	0.0	44989.72730668659	0.0	0.0	48258.31154277176	0.0	0.0	0.0	5673.328352633545	669616.1748225626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	607.0227867015316	0.0	46.69406051550243	46.69406051550243	1214.0455734030631	0.0	0.0	0.0	0.0	26242.062009712365	43075.27082555099	0.0	0.0	44989.72730668658	47277.73627194621	44989.72730668658	0.0	4319.200597683975	0.0	12093.761673515128	18584.236085169967	68313.41053418005	0.0	15035.487485991782	0.0	15035.487485991782	68313.41053418005	83348.89802017182	0.0	0.0	83348.89802017182	0.0	163.4292118042585	0.0	778623.459096003	0.0
SB071116TAWCSCB52D29BR1TR2I619	69.01073116869674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37507.33239018667	37576.34312135537	24688.589075601256	0.0	24688.589075601256	9488.975535695801	0.0	0.0	0.0	0.0	9488.975535695801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.0321935060902	0.0	0.0	103.5160967530451	0.0	0.0	0.0	207.0321935060902	0.0	3381.52582726614	0.0	0.0	6176.460439598357	0.0	0.0	0.0	17476.967668472447	743452.60688037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1311.203892205238	0.0	0.0	0.0	1639.0048652565474	0.0	0.0	0.0	0.0	35160.96753045098	35229.978261619675	103.5160967530451	120.76877954521927	3916.3589938235395	18667.402781132467	3916.3589938235395	120.76877954521927	6728.546288947932	0.0	8902.384320761877	49894.75863496774	101635.55432869811	0.0	9937.54528829233	0.0	9937.54528829233	101635.55432869811	111573.09961699045	0.0	0.0	111573.09961699045	0.0	172.5268279217418	0.0	782305.6485283462	0.0
SB071116TAWCSCB43CD26BR1TR1I151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87281.79551122195	87281.79551122195	67331.67082294264	0.0	67331.67082294264	3740.648379052369	13715.71072319202	0.0	0.0	13715.71072319202	17456.359102244387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23690.77306733167	629675.8104738154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41147.132169576056	41147.132169576056	0.0	0.0	0.0	0.0	0.0	0.0	6234.413965087282	0.0	17456.359102244387	0.0	150872.8179551122	0.0	13715.71072319202	0.0	13715.71072319202	150872.8179551122	164588.52867830422	0.0	0.0	164588.52867830422	0.0	0.0	0.0	740648.3790523692	0.0
SB071316TAWCSCB22D11BR2TR2I613	1950.5851755526658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129638.89166750025	131589.4768430529	4101.230369110733	1300.3901170351105	5401.620486145844	2700.8102430729223	850.2550765229569	0.0	0.0	850.2550765229569	3551.065319595879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600.1800540162048	0.0	0.0	0.0	200.06001800540162	0.0	150.0450135040512	0.0	0.0	500.15004501350404	0.0	0.0	0.0	2200.660198059418	373512.05361608486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2300.6902070621186	0.0	0.0	0.0	0.0	18005.401620486147	19955.98679603881	0.0	0.0	550.1650495148544	1850.555166549965	550.1650495148544	0.0	13704.11123337001	0.0	5401.620486145845	201860.55816745022	261028.30849254777	0.0	450.13504051215364	0.0	450.13504051215364	261028.30849254777	261478.4435330599	0.0	1000.3000900270082	262478.74362308695	0.0	0.0	0.0	506651.99559867964	0.0
SB081216TAWCSCB51D33BR1TR1I186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48238.17599397023	48238.17599397023	506726.9643866591	0.0	506726.9643866591	23101.563972112308	5313.736574335782	0.0	226.11644997173545	5652.9112492933855	28415.30054644809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.11644997173545	0.0	1771.2455247785942	5049.934049368758	0.0	0.0	0.0	226.11644997173545	0.0	25814.96137177313	0.0	527.6050499340494	26116.44997173544	0.0	0.0	0.0	12775.57942340305	201582.81514980216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	904.4657998869418	0.0	0.0	0.0	1997.3619747503296	0.0	0.0	0.0	0.0	18051.62992274355	18051.62992274355	0.0	301.4885999623139	26681.74109666478	26681.741096664784	26681.741096664784	640.6632749199171	11004.333898624458	0.0	30148.859996231397	6557.377049180328	62144.33766723196	0.0	70699.07669116261	0.0	70699.07669116263	62144.33766723196	132843.41435839454	0.0	0.0	132843.41435839457	0.0	150.74429998115696	0.0	260825.32504239684	0.0
